"","mean.cer1","mean.cer10","mean.cer18","mean.cer2","mean.cer20","mean.cer21","mean.cer22","mean.cer23","mean.cer25","mean.cer27","mean.cer29","mean.cer30","mean.cer31","mean.cer32","mean.cer34","mean.cer35","mean.cer36","mean.cer38","mean.cer39","mean.cer4","mean.cer40","mean.cer41","mean.cer42","mean.cer45","mean.cer46","mean.cer47","mean.ino11","mean.ino7","mean.ino8","mean.rus1","mean.rus18","mean.rus2","mean.rus26","mean.rus6","mean.seb12","mean.seb32","mean.ser1","mean.the32","mean.the33","mean.the35","mean.the36","mean.the7","mean.tul18","mean.tul23","mean.tul24","mean.tul25","mean.tul27","mean.tul43","mean.tul5","support.cer1","support.cer10","support.cer18","support.cer2","support.cer20","support.cer21","support.cer22","support.cer23","support.cer25","support.cer27","support.cer29","support.cer30","support.cer31","support.cer32","support.cer34","support.cer35","support.cer36","support.cer38","support.cer39","support.cer4","support.cer40","support.cer41","support.cer42","support.cer45","support.cer46","support.cer47","support.ino11","support.ino7","support.ino8","support.rus1","support.rus18","support.rus2","support.rus26","support.rus6","support.seb12","support.seb32","support.ser1","support.the32","support.the33","support.the35","support.the36","support.the7","support.tul18","support.tul23","support.tul24","support.tul25","support.tul27","support.tul43","support.tul5"
"cer40",0.378658766049398,0.612475626694227,0.390755561392907,0.973788112430668,0.990408201540249,0.878331363502218,0.826731601031744,0.877085968964331,0.976051193049187,0.755129418796196,0.963718675818145,0.892672675262174,0.985337562525005,0.627372283211128,0.971570438170925,0.96065486483069,0.909050245548076,0.860169666866944,0.989933086632464,0.986463843490247,1,0.978682728570485,0.920328962578774,0.832909133087847,0.986821147408083,0.786483179109756,0.80928358993896,0.931990335503734,0.481835422490513,-0.988000300618284,0.676174047692557,-0.981199050118717,0.591884776190717,-0.962934291400305,0.975857670817142,0.54123788289473,0.956935197645507,0.439433194668705,0.659677131622718,0.815613923302916,0.678952860992087,0.945619301787213,0.283810313703987,-0.58613822966206,-0.528201651296111,-0.641798960918586,-0.362988308285134,-0.463146871685608,-0.595342998454378,0.6995,0.826,0.713,0.997,0.9995,0.9585,0.931,0.9555,0.9975,0.895,0.994,0.9645,0.9995,0.831,0.9955,0.992,0.971,0.9485,0.9995,0.9995,1,0.998,0.975,0.938,0.999,0.9115,0.9255,0.9815,0.76,5e-04,0.856,0.002,0.8145,0.009,0.998,0.7865,0.9905,0.732,0.849,0.9285,0.8575,0.986,0.653,0.196,0.2205,0.1615,0.307,0.2555,0.1925
"cer41",0.376275703544323,0.609597497413747,0.388678067068088,0.967716756566856,0.984136531416368,0.872318935245561,0.823170820898655,0.870838415218168,0.969564929419983,0.748899253451451,0.957439990558631,0.887326999024629,0.979804355917322,0.622967333765652,0.966380941425867,0.954186997852164,0.905043455524268,0.857669836995245,0.983596308069263,0.980446950653534,0.978682728570485,1,0.914101408676083,0.829135095009408,0.981416908147524,0.780591414028331,0.804923751775357,0.928336485261244,0.477552570898455,-0.981576541520888,0.671317850537986,-0.975093810332515,0.586294473318239,-0.957403439239271,0.968990488322198,0.540951781908904,0.949468452325538,0.439417643143949,0.654581461904713,0.813029690481041,0.675561281883294,0.939468416387633,0.280986602348264,-0.579194113715217,-0.52626682958422,-0.636127488249425,-0.363132843091004,-0.455127639377232,-0.589245023720507,0.698,0.827,0.7105,0.9965,0.9985,0.9565,0.931,0.9565,0.9975,0.8915,0.9925,0.9635,0.9985,0.826,0.9945,0.991,0.97,0.9485,0.9985,0.9985,0.998,1,0.9745,0.938,0.998,0.909,0.925,0.982,0.7585,0.0015,0.8545,0.003,0.812,0.01,0.997,0.7905,0.989,0.7315,0.85,0.9275,0.857,0.9845,0.6475,0.1925,0.221,0.1655,0.3085,0.2575,0.1925
"cer42",0.36294087378997,0.574411845364801,0.383936602537748,0.908725861614779,0.925038776553666,0.821464664212196,0.780865222484434,0.821321516720432,0.912828070964076,0.708801649498975,0.902317964617765,0.832595283497097,0.921664696984982,0.585571724041789,0.906426311730903,0.894894947571481,0.852155194510559,0.803188503081368,0.925313993546769,0.922972007328569,0.920328962578774,0.914101408676083,1,0.775627074881258,0.924281081536595,0.737032871950606,0.757769740909831,0.8722747026792,0.45034927436712,-0.923017958109293,0.637123671250762,-0.917900658872307,0.549347028509523,-0.902237775670113,0.91162629836153,0.508875098970701,0.89373045462389,0.417242577008263,0.621921866147151,0.766962757970417,0.628024164547192,0.886487626123995,0.262432854320179,-0.558280389251649,-0.493319923661257,-0.597140007212149,-0.334476919200171,-0.437880360949465,-0.553205811750428,0.695,0.8105,0.7115,0.9735,0.9765,0.934,0.9125,0.936,0.975,0.8725,0.971,0.9415,0.977,0.814,0.97,0.9675,0.949,0.9255,0.9765,0.977,0.975,0.9745,1,0.913,0.9775,0.89,0.9035,0.9585,0.744,0.0245,0.8395,0.026,0.797,0.0305,0.975,0.7735,0.9685,0.725,0.833,0.91,0.8375,0.9635,0.6405,0.2045,0.232,0.1795,0.3225,0.2645,0.2085
"cer45",0.327966661658133,0.522815081803512,0.336884045274027,0.823984217757168,0.837981426785344,0.744366642062651,0.714277167527412,0.740445787560708,0.826574682314164,0.651335690006793,0.818104917475189,0.752323483338534,0.834424119998025,0.54302729261794,0.823347437824265,0.812003871290216,0.76971278260112,0.733619407516385,0.836884233687366,0.834450480986676,0.832909133087847,0.829135095009408,0.775627074881258,1,0.835388474789761,0.666312103562148,0.67918074693159,0.784309825306051,0.418767563987372,-0.83711499748343,0.576589843666313,-0.829792125057555,0.508031331735447,-0.813455241405838,0.823952307637334,0.462575365191898,0.808809152172693,0.366566588564939,0.554431921606217,0.70492306046878,0.585410844006298,0.803600261203311,0.252709063380939,-0.485857482363565,-0.444437942524807,-0.538397112315098,-0.297169319149079,-0.395398879602352,-0.498079428535138,0.6775,0.79,0.6875,0.936,0.94,0.9005,0.885,0.8985,0.94,0.852,0.9335,0.905,0.942,0.794,0.935,0.9305,0.9125,0.8965,0.94,0.939,0.938,0.938,0.913,1,0.9395,0.8595,0.8635,0.922,0.732,0.0605,0.814,0.063,0.779,0.068,0.938,0.752,0.9275,0.7,0.804,0.8785,0.8135,0.929,0.634,0.2435,0.2595,0.213,0.3355,0.28,0.2355
"cer46",0.380959856711429,0.615288606557839,0.39404604090549,0.976166774447343,0.992629165383972,0.880361365287705,0.829258616653518,0.877444863954018,0.978506181539629,0.757410727946887,0.965448082174673,0.89369910098395,0.987974283098398,0.627566210808746,0.972970308551836,0.962743692892896,0.910883314321571,0.86262754320001,0.991977674109119,0.988912529644479,0.986821147408083,0.981416908147524,0.924281081536595,0.835388474789761,1,0.787225661080393,0.81134832472059,0.933571478530834,0.482958871123685,-0.990186649900718,0.677088155533931,-0.982805637555812,0.592899115479325,-0.964577201614039,0.978237085621182,0.546367547849386,0.959198029223464,0.443097785614533,0.659126739493041,0.818595950993621,0.678704920365761,0.949036342408234,0.279446119426245,-0.585888807827313,-0.52659591020087,-0.641690151149072,-0.363419924572492,-0.462092443311946,-0.596336278771067,0.699,0.827,0.711,0.9965,0.9995,0.959,0.9305,0.956,0.998,0.8925,0.994,0.964,0.9995,0.831,0.9955,0.993,0.971,0.9475,0.9995,0.9995,0.999,0.998,0.9775,0.9395,1,0.911,0.9245,0.9815,0.7585,5e-04,0.8565,0.0025,0.816,0.0085,0.998,0.7865,0.9915,0.734,0.8505,0.9275,0.857,0.987,0.6475,0.197,0.225,0.1625,0.305,0.2555,0.1925
"cer47",0.300104069478115,0.509311714945035,0.316590275722143,0.778724266379222,0.791392981476692,0.703497190420477,0.664650537355759,0.701644837817278,0.776923823890059,0.615330826994724,0.77112413264457,0.711196964603134,0.787934679127046,0.51324271634892,0.774013689257525,0.764869596256946,0.724535398619886,0.69188066458177,0.790655760076408,0.788030366129137,0.786483179109756,0.780591414028331,0.737032871950606,0.666312103562148,0.787225661080393,1,0.643891681096296,0.740724999491745,0.390498688232006,-0.786906277427025,0.545685150786802,-0.783330761758587,0.493504126299636,-0.768105703284691,0.777698692274898,0.425669387034904,0.763355382148949,0.344616339511484,0.531725388023978,0.656885803948207,0.544257791350922,0.753545660621318,0.22630380410555,-0.472000192973287,-0.428594526529733,-0.525259327504048,-0.290054347034408,-0.372164520555202,-0.476919583412812,0.6635,0.78,0.672,0.9085,0.9105,0.8745,0.8575,0.8725,0.908,0.8315,0.907,0.8775,0.9105,0.783,0.9085,0.9075,0.887,0.869,0.9115,0.912,0.9115,0.909,0.89,0.8595,0.911,1,0.8475,0.8935,0.715,0.09,0.8005,0.0895,0.77,0.0965,0.911,0.731,0.9055,0.6865,0.7945,0.8565,0.8,0.899,0.623,0.248,0.2635,0.216,0.3455,0.2935,0.2445
"ino11",0.300904161269384,0.503759829181852,0.316891771900612,0.800070402469978,0.8136450426697,0.717578219261233,0.679350364901503,0.726277881383114,0.80368628443344,0.614977551589439,0.789561942800517,0.729352286549397,0.810267729010902,0.516533858061146,0.800294083930301,0.790637212214559,0.749999568879182,0.710044092142409,0.814116781879375,0.812383656934198,0.80928358993896,0.804923751775357,0.757769740909831,0.67918074693159,0.81134832472059,0.643891681096296,1,0.765925418030681,0.394936704922852,-0.811433960737109,0.557406362712118,-0.806376814997989,0.478866244816323,-0.794481949648251,0.803561963029115,0.429341691522758,0.788110606133064,0.366495071160155,0.539884914258928,0.675485062616362,0.560038769129269,0.775301961812446,0.236561198959972,-0.481014099774245,-0.412977663655617,-0.535263732144211,-0.298658290384262,-0.377714788318917,-0.483585077174787,0.6645,0.7775,0.6695,0.922,0.925,0.8855,0.8645,0.891,0.923,0.8305,0.918,0.889,0.9255,0.7785,0.9215,0.9185,0.902,0.8805,0.927,0.9255,0.9255,0.925,0.9035,0.8635,0.9245,0.8475,1,0.909,0.719,0.077,0.804,0.0745,0.765,0.0805,0.923,0.7325,0.918,0.698,0.795,0.8655,0.805,0.912,0.63,0.247,0.276,0.2115,0.3365,0.296,0.239
"ino7",0.35719181905409,0.573375642318584,0.368138667357059,0.920753870037465,0.93697052666219,0.831768588286692,0.792644618299273,0.827186996616681,0.923693887714541,0.713189445999799,0.911747069060568,0.844549721349768,0.932922938032037,0.598575337901658,0.917883038767858,0.908902521854199,0.863117059934796,0.813405304036748,0.936739748892706,0.933049631336858,0.931990335503734,0.928336485261244,0.8722747026792,0.784309825306051,0.933571478530834,0.740724999491745,0.765925418030681,1,0.458501437352003,-0.934736173112352,0.634335382413434,-0.928138515427541,0.556227717050538,-0.910503547701319,0.923907070335399,0.517904026248566,0.905231892293219,0.428770348308902,0.626590498827976,0.77064098777776,0.641630290294489,0.899826663312574,0.266323292242943,-0.549004482563306,-0.497024287561527,-0.60767429446095,-0.335893254079971,-0.448029877021729,-0.565567974149607,0.69,0.8105,0.7,0.9785,0.9815,0.9385,0.921,0.9375,0.9805,0.8805,0.978,0.947,0.9805,0.821,0.976,0.975,0.9565,0.931,0.982,0.9815,0.9815,0.982,0.9585,0.922,0.9815,0.8935,0.909,1,0.749,0.0185,0.8425,0.0205,0.8025,0.027,0.981,0.7795,0.9735,0.734,0.8385,0.913,0.845,0.971,0.6395,0.2095,0.233,0.1785,0.3175,0.2565,0.203
"ino8",0.18496534616006,0.296715507483878,0.19430360395658,0.478082118587333,0.483397404107769,0.420666257660885,0.407123063241301,0.434250480320362,0.478099826183415,0.37789080622501,0.475953035386473,0.440064233639162,0.479368470076586,0.299414282688902,0.473580580084824,0.470770216684222,0.450084849147641,0.416360540518532,0.483828137515505,0.481150267033554,0.481835422490513,0.477552570898455,0.45034927436712,0.418767563987372,0.482958871123685,0.390498688232006,0.394936704922852,0.458501437352003,1,-0.482298308966601,0.328722901685373,-0.478966869749732,0.312463516105333,-0.469753076744335,0.479232438847529,0.246212681861377,0.468127142298516,0.227918907379116,0.33853273048942,0.403565403547033,0.33384674780191,0.464071997017718,0.133645433657883,-0.285494310166475,-0.237527539678824,-0.31081580887287,-0.167147623136245,-0.225361452933677,-0.291140597463934,0.5985,0.6645,0.6105,0.7575,0.757,0.728,0.7205,0.7375,0.756,0.7065,0.7625,0.7405,0.7585,0.666,0.755,0.753,0.742,0.727,0.7595,0.7605,0.76,0.7585,0.744,0.732,0.7585,0.715,0.719,0.749,1,0.2425,0.6795,0.242,0.6695,0.248,0.758,0.6325,0.7535,0.6265,0.6905,0.7235,0.6895,0.7515,0.578,0.35,0.372,0.322,0.4045,0.374,0.336
"rus1",-0.37983336682596,-0.614593213372082,-0.390569135620996,-0.977191148244502,-0.993504832167803,-0.881722967258489,-0.830276074971516,-0.877293805187158,-0.979046439149103,-0.757217982573934,-0.966735315680922,-0.894935206107326,-0.988681558574281,-0.630831331672512,-0.974349579512549,-0.963257921349152,-0.912830817476847,-0.864200359017039,-0.992839110690755,-0.989698698538433,-0.988000300618284,-0.981576541520888,-0.923017958109293,-0.83711499748343,-0.990186649900718,-0.786906277427025,-0.811433960737109,-0.934736173112352,-0.482298308966601,1,-0.677764752088799,0.983889534531087,-0.595020789824294,0.965587239499148,-0.978660707266082,-0.545925859061748,-0.959150656631269,-0.44250079237374,-0.658451637530958,-0.81830040255318,-0.680963513194483,-0.949839938349884,-0.283071072496911,0.585968605068432,0.527589662909441,0.641424642851442,0.362292630487485,0.462017029926479,0.597080297353714,0.301,0.1745,0.29,0.0025,0,0.042,0.0685,0.044,0.0015,0.1085,0.005,0.0345,0,0.169,0.0045,0.0085,0.029,0.052,0,0,5e-04,0.0015,0.0245,0.0605,5e-04,0.09,0.077,0.0185,0.2425,1,0.143,0.9985,0.1835,0.992,0.001,0.2105,0.0085,0.266,0.151,0.0715,0.1425,0.013,0.3505,0.8045,0.7775,0.8365,0.6905,0.7445,0.807
"rus18",0.263197587859031,0.445576001524187,0.28107469728253,0.667147674108547,0.678095890455125,0.603746020636454,0.575575617011827,0.598404537778095,0.665312697588178,0.528847423720018,0.65938448208781,0.603851860797812,0.675395413543836,0.439967530769315,0.662916441127009,0.656367259588996,0.624533788341304,0.579050625963655,0.676789415164267,0.675039713428341,0.676174047692557,0.671317850537986,0.637123671250762,0.576589843666313,0.677088155533931,0.545685150786802,0.557406362712118,0.634335382413434,0.328722901685373,-0.677764752088799,1,-0.675157777205028,0.416727133594785,-0.657035195510699,0.667697549429133,0.390489619779344,0.654640019682169,0.297363362347295,0.446607322837501,0.566025960841158,0.46562758910956,0.6465846137978,0.213698571261451,-0.384139728248807,-0.377954698066329,-0.440830194007881,-0.26032754443844,-0.30546242474331,-0.413333980412417,0.6415,0.7435,0.6555,0.851,0.8555,0.824,0.8135,0.826,0.8535,0.788,0.853,0.8275,0.8555,0.738,0.8515,0.8495,0.836,0.813,0.8545,0.856,0.856,0.8545,0.8395,0.814,0.8565,0.8005,0.804,0.8425,0.6795,0.143,1,0.145,0.7295,0.151,0.856,0.7215,0.8505,0.6665,0.745,0.808,0.7525,0.8465,0.6175,0.294,0.2885,0.2565,0.3565,0.335,0.2835
"rus2",-0.378394543345173,-0.608896198671305,-0.39087510472725,-0.969666731632446,-0.986498382045495,-0.876825878855681,-0.82359579925866,-0.872926672646472,-0.972442664264898,-0.753337551164919,-0.95996435634516,-0.887341772255601,-0.981349816640211,-0.627260928611461,-0.968444102529526,-0.957110071124652,-0.905820259251787,-0.858116850083278,-0.986335289734663,-0.982652938616858,-0.981199050118717,-0.975093810332515,-0.917900658872307,-0.829792125057555,-0.982805637555812,-0.783330761758587,-0.806376814997989,-0.928138515427541,-0.478966869749732,0.983889534531087,-0.675157777205028,1,-0.589429946091423,0.959471122763393,-0.97159472415572,-0.540397908615312,-0.953165756917146,-0.442980531172083,-0.656415907842553,-0.812693887114359,-0.675212593718896,-0.942419001402982,-0.284845909001457,0.580344590383391,0.522198983430038,0.638302201115819,0.359470197573772,0.458849038829536,0.591741883490734,0.3005,0.1725,0.2895,0.004,0.0015,0.043,0.069,0.0435,0.004,0.107,0.0065,0.038,0.0015,0.171,0.006,0.0085,0.03,0.0525,0.0015,0.0015,0.002,0.003,0.026,0.063,0.0025,0.0895,0.0745,0.0205,0.242,0.9985,0.145,1,0.1845,0.991,0.003,0.2145,0.01,0.265,0.148,0.0745,0.142,0.0155,0.3475,0.803,0.7765,0.8335,0.6935,0.7435,0.806
"rus26",0.240762406279609,0.372556103300981,0.250985586728982,0.587593236462854,0.595216691477876,0.528837492228603,0.50260482824264,0.524938914493154,0.589618627347265,0.466599692403404,0.583267333882276,0.534249424886652,0.593212051418286,0.381187461141508,0.583136623038229,0.581114113777299,0.541465018425083,0.515397606830543,0.595756980515236,0.594123862742166,0.591884776190717,0.586294473318239,0.549347028509523,0.508031331735447,0.592899115479325,0.493504126299636,0.478866244816323,0.556227717050538,0.312463516105333,-0.595020789824294,0.416727133594785,-0.589429946091423,1,-0.577927687208854,0.590901048236171,0.316233996711015,0.581978895208528,0.271141608288395,0.411295686559628,0.479547223181256,0.408052341010929,0.570882767670622,0.16491902941355,-0.332569648379848,-0.34211590633916,-0.393061155321019,-0.220177716688197,-0.268260268821351,-0.346775411047656,0.636,0.703,0.635,0.814,0.815,0.7865,0.774,0.7875,0.814,0.7495,0.814,0.7915,0.8165,0.709,0.812,0.812,0.793,0.777,0.8145,0.817,0.8145,0.812,0.797,0.779,0.816,0.77,0.765,0.8025,0.6695,0.1835,0.7295,0.1845,1,0.194,0.817,0.673,0.812,0.6505,0.7265,0.7555,0.7255,0.809,0.589,0.3145,0.313,0.2795,0.378,0.3505,0.314
"rus6",-0.371978439855724,-0.602023168743849,-0.388770946244045,-0.951747522849627,-0.968563055485281,-0.860216952529335,-0.807292381496093,-0.856495970837696,-0.953757190357992,-0.738328605708338,-0.943273912802323,-0.869323727737965,-0.963852139212489,-0.618766889754543,-0.95006928282937,-0.939165510630988,-0.889160960938079,-0.842874758535816,-0.967881066273783,-0.964436646050375,-0.962934291400305,-0.957403439239271,-0.902237775670113,-0.813455241405838,-0.964577201614039,-0.768105703284691,-0.794481949648251,-0.910503547701319,-0.469753076744335,0.965587239499148,-0.657035195510699,0.959471122763393,-0.577927687208854,1,-0.955122949373781,-0.532842433657733,-0.933008408542707,-0.428195219768714,-0.641007687176026,-0.797674411970196,-0.667576572120354,-0.922663683472017,-0.277552696129527,0.572773907678192,0.513170906106675,0.624818087535709,0.355456611970813,0.449679653887125,0.581813572044617,0.3055,0.1765,0.2885,0.012,0.008,0.0475,0.0745,0.0495,0.0095,0.111,0.012,0.0435,0.008,0.173,0.0135,0.0145,0.037,0.0595,0.008,0.0085,0.009,0.01,0.0305,0.068,0.0085,0.0965,0.0805,0.027,0.248,0.992,0.151,0.991,0.194,1,0.01,0.219,0.0175,0.2725,0.1545,0.0795,0.146,0.022,0.351,0.801,0.774,0.827,0.6885,0.739,0.806
"seb12",0.372934098985171,0.608396392557543,0.384496163831239,0.964493299412573,0.981260175397006,0.871702503110706,0.820607139650457,0.867310056990421,0.967357166371386,0.749525671557815,0.955205150916037,0.883059291742457,0.977178638549754,0.621012174401374,0.962314818626256,0.950875417185758,0.900335176757558,0.854602179062708,0.9809971626823,0.977454230303585,0.975857670817142,0.968990488322198,0.91162629836153,0.823952307637334,0.978237085621182,0.777698692274898,0.803561963029115,0.923907070335399,0.479232438847529,-0.978660707266082,0.667697549429133,-0.97159472415572,0.590901048236171,-0.955122949373781,1,0.54065441810047,0.94746624188532,0.436474802200468,0.651409843899991,0.809188920442921,0.674856737870274,0.937932003615505,0.280955126718818,-0.579161102467021,-0.523427462441564,-0.635705427280396,-0.360366643592269,-0.455315138086145,-0.588093456085458,0.695,0.829,0.705,0.995,0.9985,0.9575,0.931,0.9545,0.997,0.8935,0.9935,0.962,0.9985,0.8305,0.9945,0.991,0.968,0.9485,0.9985,0.9985,0.998,0.997,0.975,0.938,0.998,0.911,0.923,0.981,0.758,0.001,0.856,0.003,0.817,0.01,1,0.7885,0.9895,0.732,0.848,0.927,0.8565,0.9845,0.6495,0.1985,0.222,0.164,0.306,0.2585,0.1935
"seb32",0.205102301469536,0.357667061513321,0.216132768224721,0.539195952221771,0.546374131154083,0.491154168857699,0.453768603522863,0.48347593475678,0.538900484711089,0.42816772296226,0.534801139645539,0.483823541277891,0.54163743700888,0.36956917075336,0.538460148679621,0.535018195708712,0.496197283593535,0.476511344388314,0.547510492189194,0.545066665679071,0.54123788289473,0.540951781908904,0.508875098970701,0.462575365191898,0.546367547849386,0.425669387034904,0.429341691522758,0.517904026248566,0.246212681861377,-0.545925859061748,0.390489619779344,-0.540397908615312,0.316233996711015,-0.532842433657733,0.54065441810047,1,0.527581849495867,0.263150822915427,0.370118924313294,0.454021979525298,0.370427808524197,0.519377780653562,0.154504640724192,-0.328102468507824,-0.270521682695626,-0.345820614604049,-0.1895491249936,-0.239351532981243,-0.314957971611958,0.61,0.701,0.6185,0.787,0.7875,0.7675,0.747,0.764,0.788,0.7335,0.786,0.767,0.7855,0.703,0.788,0.7865,0.763,0.7605,0.7875,0.7865,0.7865,0.7905,0.7735,0.752,0.7865,0.731,0.7325,0.7795,0.6325,0.2105,0.7215,0.2145,0.673,0.219,0.7885,1,0.7825,0.6415,0.7065,0.747,0.703,0.778,0.586,0.3235,0.353,0.311,0.3995,0.376,0.322
"ser1",0.375832932259219,0.597044354068282,0.374439177411479,0.946341043174669,0.962010752679847,0.853958076811966,0.804379424017829,0.849932432502298,0.948731594775132,0.732919396180481,0.936027073254927,0.869145522796566,0.956862632178437,0.614011914552435,0.943984218869333,0.93195094261279,0.882671553884925,0.838726904128786,0.961470016153788,0.958053960957715,0.956935197645507,0.949468452325538,0.89373045462389,0.808809152172693,0.959198029223464,0.763355382148949,0.788110606133064,0.905231892293219,0.468127142298516,-0.959150656631269,0.654640019682169,-0.953165756917146,0.581978895208528,-0.933008408542707,0.94746624188532,0.527581849495867,1,0.426214427658553,0.641985994592448,0.790894617853921,0.667042826163777,0.921498520644608,0.267976606685818,-0.564042217648674,-0.510916443757159,-0.628815720636185,-0.356138807895851,-0.444590904785279,-0.577973109696828,0.6955,0.821,0.706,0.9895,0.992,0.948,0.923,0.95,0.9895,0.8905,0.987,0.9575,0.9915,0.827,0.988,0.984,0.9625,0.9415,0.9915,0.992,0.9905,0.989,0.9685,0.9275,0.9915,0.9055,0.918,0.9735,0.7535,0.0085,0.8505,0.01,0.812,0.0175,0.9895,0.7825,1,0.727,0.843,0.9175,0.857,0.9795,0.641,0.2025,0.228,0.164,0.3105,0.2635,0.1975
"the32",0.179755977689381,0.25939508948842,0.187355825454293,0.438294559597612,0.443188094468337,0.389587929397392,0.368116232194927,0.39155287120938,0.435066416918615,0.344046293048973,0.430291511570392,0.398707120978756,0.442420888858658,0.283742283877903,0.441034825819765,0.427536156879421,0.408792807424463,0.395086267161954,0.445262450221868,0.441147939672882,0.439433194668705,0.439417643143949,0.417242577008263,0.366566588564939,0.443097785614533,0.344616339511484,0.366495071160155,0.428770348308902,0.227918907379116,-0.44250079237374,0.297363362347295,-0.442980531172083,0.271141608288395,-0.428195219768714,0.436474802200468,0.263150822915427,0.426214427658553,1,0.298911930873814,0.374496300856198,0.322200487620649,0.422299132182716,0.132439037368379,-0.243600970598019,-0.218465019570928,-0.278245430552682,-0.149245419067511,-0.209051555439741,-0.256541395307716,0.5975,0.6425,0.6015,0.735,0.7345,0.713,0.699,0.7095,0.728,0.6845,0.734,0.714,0.733,0.6545,0.7315,0.7295,0.7225,0.7135,0.737,0.7345,0.732,0.7315,0.725,0.7,0.734,0.6865,0.698,0.734,0.6265,0.266,0.6665,0.265,0.6505,0.2725,0.732,0.6415,0.727,1,0.664,0.702,0.672,0.724,0.573,0.37,0.3785,0.3475,0.419,0.3905,0.3695
"the33",0.277408600526714,0.419538558358529,0.24893360018005,0.654149929725905,0.661524952545602,0.586946171900682,0.553008006688206,0.593242206812508,0.653413189834586,0.51442915176461,0.642468409741783,0.605719397508434,0.657423937807736,0.43355205095807,0.649109283698354,0.637514495555965,0.605631360538716,0.580339330594885,0.661285276107162,0.659950219315832,0.659677131622718,0.654581461904713,0.621921866147151,0.554431921606217,0.659126739493041,0.531725388023978,0.539884914258928,0.626590498827976,0.33853273048942,-0.658451637530958,0.446607322837501,-0.656415907842553,0.411295686559628,-0.641007687176026,0.651409843899991,0.370118924313294,0.641985994592448,0.298911930873814,1,0.54589646639536,0.455324696945477,0.640841139412023,0.172794329515026,-0.394818280440251,-0.350560537360378,-0.420025774061413,-0.263242923595244,-0.301151613221296,-0.397376630512621,0.6615,0.734,0.635,0.8505,0.849,0.818,0.8005,0.819,0.8465,0.78,0.84,0.8305,0.8515,0.738,0.845,0.843,0.8285,0.815,0.8505,0.8505,0.849,0.85,0.833,0.804,0.8505,0.7945,0.795,0.8385,0.6905,0.151,0.745,0.148,0.7265,0.1545,0.848,0.7065,0.843,0.664,1,0.7955,0.7485,0.8435,0.5955,0.293,0.302,0.2685,0.359,0.341,0.2845
"the35",0.328715449016764,0.498891997088117,0.319252757231321,0.806699302920731,0.820188796115899,0.736268536084488,0.689733723888067,0.731630098278816,0.809691303082295,0.634600370318601,0.799675288895053,0.736291711019794,0.816778809726157,0.51400772760182,0.804648520453916,0.793861469123534,0.755120355110191,0.713433991248622,0.820026523237886,0.817822932159729,0.815613923302916,0.813029690481041,0.766962757970417,0.70492306046878,0.818595950993621,0.656885803948207,0.675485062616362,0.77064098777776,0.403565403547033,-0.81830040255318,0.566025960841158,-0.812693887114359,0.479547223181256,-0.797674411970196,0.809188920442921,0.454021979525298,0.790894617853921,0.374496300856198,0.54589646639536,1,0.561655251895806,0.783157147030149,0.237287663204936,-0.474905226498533,-0.431155641101604,-0.515231511206522,-0.28125936855943,-0.374476799930241,-0.487210332142938,0.675,0.7695,0.672,0.926,0.928,0.896,0.872,0.8915,0.927,0.8405,0.9225,0.8945,0.9275,0.776,0.9235,0.921,0.902,0.88,0.9285,0.9275,0.9285,0.9275,0.91,0.8785,0.9275,0.8565,0.8655,0.913,0.7235,0.0715,0.808,0.0745,0.7555,0.0795,0.927,0.747,0.9175,0.702,0.7955,1,0.805,0.9155,0.6305,0.2435,0.2645,0.22,0.345,0.294,0.2425
"the36",0.256049385301715,0.428749750900946,0.285871674316822,0.673561188077285,0.683724373499606,0.610620755231961,0.567941207144642,0.600011416760804,0.673251983520887,0.518065230455273,0.662905639395756,0.617519750845321,0.679628306515752,0.446505553787006,0.674795289265177,0.663643484791694,0.631769574933485,0.597547795188338,0.682744248726523,0.680928915047044,0.678952860992087,0.675561281883294,0.628024164547192,0.585410844006298,0.678704920365761,0.544257791350922,0.560038769129269,0.641630290294489,0.33384674780191,-0.680963513194483,0.46562758910956,-0.675212593718896,0.408052341010929,-0.667576572120354,0.674856737870274,0.370427808524197,0.667042826163777,0.322200487620649,0.455324696945477,0.561655251895806,1,0.656434946638904,0.199887741586441,-0.404908951017573,-0.370828426513641,-0.432263595700305,-0.245347924977609,-0.324606569681746,-0.400385480875506,0.631,0.7275,0.665,0.857,0.8585,0.831,0.809,0.83,0.8575,0.7805,0.8515,0.8375,0.8585,0.7425,0.856,0.8525,0.8345,0.819,0.858,0.858,0.8575,0.857,0.8375,0.8135,0.857,0.8,0.805,0.845,0.6895,0.1425,0.7525,0.142,0.7255,0.146,0.8565,0.703,0.857,0.672,0.7485,0.805,1,0.851,0.6135,0.283,0.2955,0.257,0.366,0.3245,0.287
