"","mean.rus1","mean.rus10","mean.rus11","mean.rus12","mean.rus13","mean.rus14","mean.rus15","mean.rus16","mean.rus17","mean.rus18","mean.rus19","mean.rus2","mean.rus20","mean.rus21","mean.rus22","mean.rus23","mean.rus24","mean.rus25","mean.rus26","mean.rus27","mean.rus28","mean.rus3","mean.rus4","mean.rus5","mean.rus6","mean.rus7","mean.rus8","mean.rus9","support.rus1","support.rus10","support.rus11","support.rus12","support.rus13","support.rus14","support.rus15","support.rus16","support.rus17","support.rus18","support.rus19","support.rus2","support.rus20","support.rus21","support.rus22","support.rus23","support.rus24","support.rus25","support.rus26","support.rus27","support.rus28","support.rus3","support.rus4","support.rus5","support.rus6","support.rus7","support.rus8","support.rus9","mean.rus1.1","mean.rus10.1","mean.rus11.1","mean.rus12.1","mean.rus13.1","mean.rus14.1","mean.rus15.1","mean.rus16.1","mean.rus17.1","mean.rus18.1","mean.rus19.1","mean.rus2.1","mean.rus20.1","mean.rus21.1","mean.rus22.1","mean.rus23.1","mean.rus24.1","mean.rus25.1","mean.rus26.1","mean.rus27.1","mean.rus28.1","mean.rus3.1","mean.rus4.1","mean.rus5.1","mean.rus6.1","mean.rus7.1","mean.rus8.1","mean.rus9.1","support.rus1.1","support.rus10.1","support.rus11.1","support.rus12.1","support.rus13.1","support.rus14.1","support.rus15.1","support.rus16.1","support.rus17.1","support.rus18.1","support.rus19.1","support.rus2.1","support.rus20.1","support.rus21.1","support.rus22.1","support.rus23.1","support.rus24.1","support.rus25.1","support.rus26.1","support.rus27.1","support.rus28.1","support.rus3.1","support.rus4.1","support.rus5.1","support.rus6.1","support.rus7.1","support.rus8.1","support.rus9.1"
"rus19",-0.00416843137576055,0.0116929127426539,-0.0061691843975476,0.0632251898984687,0.00565786940167658,-0.0464974777302356,-0.0176542633529688,0.0247534032804744,0.0122261860240479,0.00633492236906331,1,-0.0357270043816128,0.0342637922025359,-0.00976469650520055,0.0100016450915542,0.016830942906633,0.0340022229945219,0.0275572035962091,0.0174628418311508,0.0298950413962166,0.00727245263876005,-0.0145077854241655,-0.0188062993750401,-0.00972234031191362,-0.00989325927062875,-0.0313251274671857,-0.00172970758193903,0.0620641267638686,0.494666666666667,0.506666666666667,0.490666666666667,0.526666666666667,0.497333333333333,0.466666666666667,0.486666666666667,0.514666666666667,0.505333333333333,0.504,1,0.485333333333333,0.52,0.497333333333333,0.509333333333333,0.508,0.526666666666667,0.518666666666667,0.512,0.518666666666667,0.505333333333333,0.488,0.5,0.488,0.484,0.481333333333333,0.490666666666667,0.541333333333333,-0.0158182677577707,-0.0283485036031732,-0.00179689197166399,0.0141081203313308,0.0321974651876032,-0.0191988001250595,0.0170085634611371,-0.0146683155124816,0.0330819732135835,-0.0209299557872339,1,0.0238024737028439,-0.0388890509864388,-0.0593254443564236,0.0201013803389385,0.0294611649083533,0.0117565095027677,0.0287002080916753,-0.0500771818216734,0.0277152467292327,-0.0346571267928562,0.0275962016889049,0.0783821840459296,-0.010859265763041,-0.0539716972458239,0.0177488046596532,0.0412200464854838,-0.0116703596563872,0.494666666666667,0.496,0.508,0.501333333333333,0.513333333333333,0.486666666666667,0.510666666666667,0.492,0.526666666666667,0.482666666666667,1,0.508,0.470666666666667,0.468,0.513333333333333,0.516,0.504,0.521333333333333,0.473333333333333,0.518666666666667,0.481333333333333,0.512,0.534666666666667,0.497333333333333,0.48,0.516,0.516,0.496
"rus2",0.500177354454247,0.0718436210203701,0.249786338162668,0.129793517640252,0.0888980205417334,0.0969486124606934,0.0842123751141407,0.169305611706471,-0.0469700988148149,-0.617861881270452,-0.0357270043816128,1,-0.260800076789645,-0.29105986803892,-0.472504576453962,-0.412081301570532,-0.224848813683653,-0.467666243638422,-0.557406886790002,-0.265978148975629,-0.314792319883123,0.363581104943177,0.168937940585079,0.208931662269463,0.392481388002276,0.239656903556487,0.14361173753843,0.0913368602384698,0.757333333333333,0.532,0.626666666666667,0.570666666666667,0.541333333333333,0.550666666666667,0.545333333333333,0.585333333333333,0.474666666666667,0.182666666666667,0.485333333333333,1,0.361333333333333,0.349333333333333,0.256,0.284,0.381333333333333,0.258666666666667,0.214666666666667,0.364,0.338666666666667,0.682666666666667,0.577333333333333,0.609333333333333,0.705333333333333,0.629333333333333,0.577333333333333,0.549333333333333,0.0591772709114518,-0.0162480449247572,-0.0314729884244048,-0.0709254463809094,-0.01900661279704,0.0500208086997704,0.0629710293120879,0.0276726609358548,0.00208916267741146,-0.00581445187387397,0.0238024737028439,1,0.0267896944990404,0.0293216835524958,0.0183265426874523,-0.0305033159307054,0.00411937379707332,-0.0877775377633351,-0.0195374029398904,0.0339002660942721,0.0484870039608766,-0.00409820851610793,0.00787570735889906,-0.0241718977115614,-0.000721445728091303,-0.0227901109374661,0.00336121392351884,0.0244353962299552,0.537333333333333,0.477333333333333,0.486666666666667,0.449333333333333,0.488,0.522666666666667,0.529333333333333,0.509333333333333,0.497333333333333,0.506666666666667,0.508,1,0.516,0.529333333333333,0.510666666666667,0.488,0.501333333333333,0.450666666666667,0.489333333333333,0.514666666666667,0.526666666666667,0.504,0.502666666666667,0.481333333333333,0.505333333333333,0.489333333333333,0.501333333333333,0.517333333333333
"rus20",-0.25378132469933,-0.0659857760763564,-0.169417609602609,-0.0877756386912743,-0.0400736361288989,-0.0404584315949828,-0.0202929008547725,-0.133408039102764,0.0227318498960668,0.368288733158517,0.0342637922025359,-0.260800076789645,1,0.154310228071506,0.264235235027087,0.250588980521213,0.131644552445056,0.252062960137819,0.351190804723045,0.207288543778911,0.206673238012025,-0.187743852383422,-0.0740500206924518,-0.102404683457728,-0.218603501262449,-0.157275634240393,-0.00887559205436661,-0.0736107262692325,0.378666666666667,0.450666666666667,0.424,0.456,0.485333333333333,0.481333333333333,0.496,0.430666666666667,0.521333333333333,0.694666666666667,0.52,0.361333333333333,1,0.582666666666667,0.64,0.628,0.576,0.633333333333333,0.68,0.614666666666667,0.606666666666667,0.401333333333333,0.464,0.448,0.384,0.409333333333333,0.501333333333333,0.464,-0.0651675882706387,0.00246546956952818,-0.000190368978534621,0.00537132990354362,-0.0133515889872933,-0.0334078878850694,0.0823065424262791,-0.00040376423301457,0.0236435514871557,0.00106235476964574,-0.0388890509864388,0.0267896944990405,1,-0.00434142176836037,0.104694931068311,-0.0337178107306921,-0.0112009707896732,-0.0199328191333016,-0.0604801252472862,0.104066666188581,-0.0449018674838669,-0.00690189641129844,-0.00491756769836462,0.0172638143640981,0.0503036277003213,-0.0214114306527557,0.0213394500443768,0.00287232029481585,0.465333333333333,0.5,0.5,0.502666666666667,0.496,0.476,0.545333333333333,0.497333333333333,0.518666666666667,0.508,0.470666666666667,0.516,1,0.497333333333333,0.561333333333333,0.481333333333333,0.492,0.497333333333333,0.470666666666667,0.553333333333333,0.477333333333333,0.502666666666667,0.504,0.516,0.525333333333333,0.484,0.512,0.501333333333333
"rus21",-0.319015106481291,-0.054826735719158,-0.140446678554999,-0.0966506466075463,-0.0739564394808983,-0.0291104150681764,-0.0559713896889109,-0.0790119393736106,-0.00327573523642936,0.365347682639211,-0.00976469650520056,-0.29105986803892,0.154310228071506,1,0.287733377177083,0.25144734428957,0.200110826386527,0.263855522945565,0.339420414938761,0.170170195362217,0.143617144934879,-0.221656367846936,-0.117218563797716,-0.0894327989102875,-0.233624659526103,-0.117719888207996,-0.0512694111774614,-0.0566599750621471,0.329333333333333,0.477333333333333,0.432,0.446666666666667,0.465333333333333,0.486666666666667,0.465333333333333,0.470666666666667,0.5,0.685333333333333,0.497333333333333,0.349333333333333,0.582666666666667,1,0.665333333333333,0.641333333333333,0.610666666666667,0.642666666666667,0.677333333333333,0.590666666666667,0.585333333333333,0.384,0.430666666666667,0.457333333333333,0.373333333333333,0.44,0.472,0.469333333333333,0.0160118432495162,0.0448914502947545,-0.00267705143980737,-0.0225023444121044,0.0226854898681802,0.014124387332751,-0.011716967667421,-0.048211799451616,-0.0354125833118962,-0.00952828702272752,-0.0593254443564236,0.0293216835524958,-0.00434142176836038,1,-0.0184647794678307,0.0940692393855825,0.0171276793754831,-0.0229738966852191,-0.0343640130021213,0.0166113615704582,0.0642025857856398,0.0161309656431062,0.00770650027776446,-0.0420031583485574,0.00641548263680077,0.0387148420493181,0.0518371734870528,0.00633715291997846,0.498666666666667,0.524,0.502666666666667,0.485333333333333,0.526666666666667,0.514666666666667,0.490666666666667,0.469333333333333,0.485333333333333,0.493333333333333,0.468,0.529333333333333,0.497333333333333,1,0.489333333333333,0.550666666666667,0.509333333333333,0.485333333333333,0.48,0.505333333333333,0.537333333333333,0.52,0.509333333333333,0.477333333333333,0.502666666666667,0.525333333333333,0.537333333333333,0.509333333333333
"rus22",-0.527690561512394,-0.107577392298188,-0.264720158617956,-0.103996733793849,-0.0449041367939593,-0.0998714857868839,-0.120788470499102,-0.160654677141931,0.0167496338930596,0.617907029085498,0.0100016450915542,-0.472504576453962,0.264235235027087,0.287733377177083,1,0.443279133387545,0.239213999300495,0.446211965006976,0.575781065612749,0.267845921213639,0.315898714510909,-0.346621900787965,-0.22613203914094,-0.225842763878894,-0.374085340329009,-0.210478997014245,-0.121222756813545,-0.0834357612998023,0.228,0.444,0.36,0.446666666666667,0.482666666666667,0.436,0.436,0.414666666666667,0.504,0.826666666666667,0.509333333333333,0.256,0.64,0.665333333333333,1,0.728,0.634666666666667,0.730666666666667,0.797333333333333,0.638666666666667,0.669333333333333,0.317333333333333,0.382666666666667,0.385333333333333,0.301333333333333,0.385333333333333,0.44,0.453333333333333,-0.0646312409638777,-0.00282161171682692,0.0315513628112492,-0.07218045360325,-0.0603098060360835,-0.00594795556460181,-0.00417421533858769,-0.0494512698241515,0.00455449852948875,-0.0139775727684735,0.0201013803389385,0.0183265426874523,0.104694931068311,-0.0184647794678307,1,-0.0041119258720252,0.0111237472022312,-0.0286057970812678,-0.0475203030659976,0.100123708064845,-0.000732113617622568,-0.018307390884403,0.0605473143348182,0.0243134555231474,0.0409283622470575,-0.00236005750293039,0.0153004990861933,-0.0396667939288156,0.462666666666667,0.498666666666667,0.516,0.449333333333333,0.470666666666667,0.5,0.502666666666667,0.48,0.496,0.501333333333333,0.513333333333333,0.510666666666667,0.561333333333333,0.489333333333333,1,0.496,0.509333333333333,0.485333333333333,0.469333333333333,0.556,0.504,0.486666666666667,0.54,0.510666666666667,0.526666666666667,0.502666666666667,0.506666666666667,0.478666666666667
"rus23",-0.421197752828367,-0.129121275845872,-0.268985090112048,-0.124302876815002,-0.0652480796768815,-0.059819667013952,-0.0776491616654444,-0.140297054181304,0.0016878369444928,0.556464405920325,0.016830942906633,-0.412081301570532,0.250588980521213,0.25144734428957,0.443279133387545,1,0.189417685928892,0.409502647412619,0.519599361369131,0.230706387424566,0.311603697033157,-0.304162796702423,-0.103118312007922,-0.173739292549639,-0.325358597715346,-0.18800956763693,-0.128650657686755,-0.0143539077803021,0.286666666666667,0.430666666666667,0.358666666666667,0.428,0.473333333333333,0.46,0.465333333333333,0.426666666666667,0.494666666666667,0.782666666666667,0.508,0.284,0.628,0.641333333333333,0.728,1,0.594666666666667,0.704,0.765333333333333,0.624,0.665333333333333,0.349333333333333,0.457333333333333,0.410666666666667,0.329333333333333,0.398666666666667,0.437333333333333,0.496,0.0235915340419135,-0.0704808390458893,-0.0110021010494774,-0.0233567330761585,0.00414086937110083,0.0296593843853974,-0.0390624975979462,0.0423341796859803,0.0017251355460232,-0.0469011798959233,0.0294611649083533,-0.0305033159307054,-0.0337178107306921,0.0940692393855825,-0.0041119258720252,1,0.0149181382151639,-0.00740068963914936,-0.00778476952922475,-0.0195843655893112,0.0389997989466836,-0.0140746105156114,0.00557765654712623,0.0335583854187132,0.0246667245214799,-0.0193072332433753,0.0524410902697705,0.000723406229725438,0.510666666666667,0.452,0.493333333333333,0.493333333333333,0.505333333333333,0.504,0.490666666666667,0.532,0.498666666666667,0.48,0.516,0.488,0.481333333333333,0.550666666666667,0.496,1,0.509333333333333,0.504,0.488,0.482666666666667,0.52,0.489333333333333,0.504,0.521333333333333,0.512,0.486666666666667,0.525333333333333,0.504
"rus24",-0.270279252265699,-0.0690161147955304,-0.122005344786895,-0.105659872040507,-0.0948356853894654,-0.0425704234656236,-0.0817241332650957,-0.0489416244760893,-0.026475317141889,0.298984428787992,0.0340022229945219,-0.224848813683653,0.131644552445056,0.200110826386527,0.239213999300495,0.189417685928892,1,0.232761412697037,0.270572926035213,0.109380591783552,0.160418040002067,-0.179439177601079,-0.0962721800823788,-0.0823103734451085,-0.225347892313366,-0.103596090816163,-0.0417115141523882,-0.051541444784264,0.353333333333333,0.466666666666667,0.434666666666667,0.438666666666667,0.449333333333333,0.464,0.454666666666667,0.48,0.48,0.658666666666667,0.526666666666667,0.381333333333333,0.576,0.610666666666667,0.634666666666667,0.594666666666667,1,0.625333333333333,0.642666666666667,0.562666666666667,0.585333333333333,0.404,0.453333333333333,0.454666666666667,0.374666666666667,0.442666666666667,0.478666666666667,0.472,0.0137310766208036,0.00495408119162118,0.0363594648607211,-0.0251880928077865,0.00307538594095239,-0.0127600551443167,0.0190134885476028,0.00482211430120601,-0.0479386135658023,-0.0199983587723137,0.0117565095027677,0.00411937379707332,-0.0112009707896732,0.0171276793754831,0.0111237472022312,0.0149181382151639,1,-0.0499097916718367,0.0177690657119185,0.010501117865656,-0.0319587367938451,0.0156922720018499,0.0509066948439892,0.0240434261828114,0.00167883557632834,0.00911647878889813,-0.0101143894268472,0.0144791067071024,0.496,0.508,0.509333333333333,0.486666666666667,0.504,0.494666666666667,0.506666666666667,0.508,0.470666666666667,0.498666666666667,0.504,0.501333333333333,0.492,0.509333333333333,0.509333333333333,0.509333333333333,1,0.474666666666667,0.513333333333333,0.505333333333333,0.481333333333333,0.505333333333333,0.525333333333333,0.517333333333333,0.509333333333333,0.506666666666667,0.496,0.521333333333333
"rus25",-0.482342774587789,-0.0619076215597081,-0.269226876428522,-0.105387472608281,-0.0549297625195936,-0.10787719055466,-0.0898625281558001,-0.177886811646595,0.012647154948019,0.589468458280825,0.0275572035962091,-0.467666243638422,0.252062960137819,0.263855522945565,0.446211965006976,0.409502647412619,0.232761412697037,1,0.551367006651254,0.272978575210212,0.297076072078329,-0.389007053848148,-0.184572558644812,-0.206483904486206,-0.379406740492666,-0.169998404476661,-0.104242568787921,-0.145575282555473,0.253333333333333,0.468,0.353333333333333,0.445333333333333,0.476,0.433333333333333,0.449333333333333,0.408,0.510666666666667,0.798666666666667,0.518666666666667,0.258666666666667,0.633333333333333,0.642666666666667,0.730666666666667,0.704,0.625333333333333,1,0.778666666666667,0.644,0.657333333333333,0.298666666666667,0.410666666666667,0.396,0.306666666666667,0.414666666666667,0.442666666666667,0.417333333333333,0.0382741703542333,0.0548744478641567,-0.0755077312561391,-0.0159500839819397,-0.0133383159033539,-0.00261915416200522,0.0480666219789208,0.0134147480498359,-0.0172151814913462,0.10424681347389,0.0287002080916753,-0.0877775377633351,-0.0199328191333016,-0.0229738966852191,-0.0286057970812678,-0.00740068963914935,-0.0499097916718367,1,0.0089125700540813,0.0271421840168415,-0.0280897372573718,-0.0356393176654312,-0.0302374524445979,-0.0197977247479073,-0.0242997264393731,-0.059850337310697,0.00949812012422121,-0.017182670452856,0.522666666666667,0.532,0.462666666666667,0.489333333333333,0.490666666666667,0.5,0.534666666666667,0.5,0.492,0.554666666666667,0.521333333333333,0.450666666666667,0.497333333333333,0.485333333333333,0.485333333333333,0.504,0.474666666666667,1,0.496,0.518666666666667,0.486666666666667,0.48,0.481333333333333,0.496,0.489333333333333,0.46,0.504,0.490666666666667
"rus26",-0.6077293131077,-0.0965950306651762,-0.302039295134145,-0.135761654805913,-0.0686510935776144,-0.112556433251915,-0.0694418398835417,-0.236869642816845,-0.0539335064597875,0.770248066999457,0.0174628418311508,-0.557406886790002,0.351190804723045,0.339420414938761,0.575781065612749,0.519599361369131,0.270572926035213,0.551367006651254,1,0.326348052082904,0.380812432545053,-0.409429014470382,-0.214432428562574,-0.195884030133092,-0.472179544339826,-0.249873575909545,-0.174453056728576,-0.0992843267141523,0.192,0.456,0.34,0.429333333333333,0.466666666666667,0.437333333333333,0.458666666666667,0.381333333333333,0.469333333333333,0.894666666666667,0.512,0.214666666666667,0.68,0.677333333333333,0.797333333333333,0.765333333333333,0.642666666666667,0.778666666666667,1,0.664,0.706666666666667,0.294666666666667,0.393333333333333,0.401333333333333,0.256,0.362666666666667,0.4,0.442666666666667,-0.0153965155450696,0.0221079434648462,-0.00571933991349534,-0.00227609144583374,0.00848914031301613,-0.0755162199243336,-0.0386137254413135,-0.0133487093639857,0.00704052312972839,0.0679189543246484,-0.0500771818216734,-0.0195374029398904,-0.0604801252472862,-0.0343640130021213,-0.0475203030659976,-0.00778476952922475,0.0177690657119185,0.00891257005408129,1,-0.0554575144360437,-0.019731229847805,0.0745389521057823,-0.0364897273066534,0.00973221415422829,-0.029237451873299,0.0260306091927996,-0.0182138328557672,0.0263804042101342,0.494666666666667,0.512,0.489333333333333,0.504,0.5,0.466666666666667,0.476,0.481333333333333,0.510666666666667,0.534666666666667,0.473333333333333,0.489333333333333,0.470666666666667,0.48,0.469333333333333,0.488,0.513333333333333,0.496,1,0.464,0.494666666666667,0.537333333333333,0.484,0.501333333333333,0.481333333333333,0.521333333333333,0.481333333333333,0.505333333333333
"rus27",-0.284275429326443,-0.0220466407167422,-0.154875222889031,-0.0622438933909822,-0.0340785785280295,-0.064437681240478,-0.0384123754461051,-0.120692322267661,-0.015240737963593,0.334010830389544,0.0298950413962166,-0.265978148975629,0.207288543778911,0.170170195362217,0.267845921213639,0.230706387424566,0.109380591783552,0.272978575210212,0.326348052082904,1,0.194138814573277,-0.205981686396017,-0.151217561633525,-0.0279854763166141,-0.209401026183611,-0.125786140906409,-0.0617445313915949,-0.0941430882654512,0.354666666666667,0.497333333333333,0.42,0.469333333333333,0.486666666666667,0.465333333333333,0.478666666666667,0.44,0.490666666666667,0.676,0.518666666666667,0.364,0.614666666666667,0.590666666666667,0.638666666666667,0.624,0.562666666666667,0.644,0.664,1,0.605333333333333,0.390666666666667,0.421333333333333,0.504,0.396,0.436,0.465333333333333,0.442666666666667,0.0103093370374175,-0.0418651603659706,0.00944179284047378,-0.0261571487310281,-0.0315563144767536,0.0255306428376213,0.0509844743699417,0.00213571752582913,0.0201970112517404,-0.0180360609980838,0.0277152467292327,0.0339002660942721,0.104066666188581,0.0166113615704582,0.100123708064845,-0.0195843655893112,0.010501117865656,0.0271421840168414,-0.0554575144360437,1,-0.016853377355051,-0.0333679077128429,-0.0133575997726068,-0.0362806483985766,0.00237638250934337,0.00665983414850146,0.010305118483544,0.013465712069918,0.502666666666667,0.481333333333333,0.510666666666667,0.473333333333333,0.478666666666667,0.513333333333333,0.52,0.494666666666667,0.512,0.489333333333333,0.518666666666667,0.514666666666667,0.553333333333333,0.505333333333333,0.556,0.482666666666667,0.505333333333333,0.518666666666667,0.464,1,0.494666666666667,0.490666666666667,0.496,0.48,0.497333333333333,0.512,0.502666666666667,0.514666666666667
"rus28",-0.31450217240638,-0.021537022074159,-0.188440546436761,-0.0897132820772824,-0.0605910998752195,-0.054773994506787,-0.00719755697949247,-0.0840715477299134,-0.0317719988470507,0.390348782087721,0.00727245263876005,-0.314792319883123,0.206673238012025,0.143617144934879,0.315898714510909,0.311603697033157,0.160418040002067,0.297076072078329,0.380812432545053,0.194138814573277,1,-0.223494298949643,-0.121666666375397,-0.143030402556323,-0.183757061380554,-0.0954673702250937,-0.0889325825597701,-0.066662258762642,0.34,0.492,0.396,0.453333333333333,0.466666666666667,0.48,0.502666666666667,0.453333333333333,0.477333333333333,0.708,0.505333333333333,0.338666666666667,0.606666666666667,0.585333333333333,0.669333333333333,0.665333333333333,0.585333333333333,0.657333333333333,0.706666666666667,0.605333333333333,1,0.384,0.436,0.421333333333333,0.409333333333333,0.448,0.448,0.462666666666667,0.00252662378240727,0.00489680452795036,-0.0165230156676871,0.00350374728641711,-0.0510749249296856,-0.0250510389178037,-0.0296481375928591,0.0337206935535585,0.00339290569909221,-0.075008203317826,-0.0346571267928562,0.0484870039608766,-0.0449018674838669,0.0642025857856398,-0.000732113617622576,0.0389997989466836,-0.0319587367938451,-0.0280897372573718,-0.019731229847805,-0.016853377355051,1,-0.0151473328322332,-0.0279941534593373,0.0127906692782101,-0.0412910580767406,0.0380869667349112,-0.0320522500951776,0.0538197791382813,0.5,0.508,0.492,0.508,0.477333333333333,0.489333333333333,0.478666666666667,0.52,0.508,0.456,0.481333333333333,0.526666666666667,0.477333333333333,0.537333333333333,0.504,0.52,0.481333333333333,0.486666666666667,0.494666666666667,0.494666666666667,1,0.490666666666667,0.482666666666667,0.506666666666667,0.48,0.529333333333333,0.468,0.524
"rus3",0.409721573721462,0.0838411417982969,0.242012540043056,0.0711972629319819,0.057251965987215,0.11251959112439,0.0677812040218605,0.127647407348604,-0.0555105533082326,-0.469969236852887,-0.0145077854241655,0.363581104943177,-0.187743852383422,-0.221656367846936,-0.346621900787965,-0.304162796702423,-0.179439177601079,-0.389007053848148,-0.409429014470382,-0.205981686396017,-0.223494298949643,1,0.136948274973045,0.18172077074146,0.307210268006701,0.186067486419798,0.102404193301376,0.101909292748976,0.713333333333333,0.546666666666667,0.628,0.538666666666667,0.525333333333333,0.562666666666667,0.532,0.562666666666667,0.469333333333333,0.258666666666667,0.488,0.682666666666667,0.401333333333333,0.384,0.317333333333333,0.349333333333333,0.404,0.298666666666667,0.294666666666667,0.390666666666667,0.384,1,0.566666666666667,0.590666666666667,0.658666666666667,0.598666666666667,0.550666666666667,0.550666666666667,0.0573656528829872,-0.0168417916541949,-0.0103640281391815,-0.0205828883416594,-0.0238912041918217,-0.0456500206486426,-0.00524061696650437,0.0761220357301517,0.0207694021869672,0.0258184424212593,0.0275962016889049,-0.00409820851610793,-0.00690189641129844,0.0161309656431062,-0.018307390884403,-0.0140746105156114,0.0156922720018499,-0.0356393176654312,0.0745389521057823,-0.0333679077128429,-0.0151473328322332,1,0.00402332880094708,0.00141676859159766,-0.0414240816640222,-0.0287171457981743,0.0301654149025657,-0.00887310990653304,0.532,0.493333333333333,0.497333333333333,0.494666666666667,0.482666666666667,0.48,0.5,0.529333333333333,0.506666666666667,0.518666666666667,0.512,0.504,0.502666666666667,0.52,0.486666666666667,0.489333333333333,0.505333333333333,0.48,0.537333333333333,0.490666666666667,0.490666666666667,1,0.501333333333333,0.497333333333333,0.48,0.478666666666667,0.506666666666667,0.494666666666667
"rus4",0.207599769016758,0.0241146734202328,0.101979881117564,0.037712754879159,0.0761763600203185,0.0424045040396518,0.052122730161952,0.034283919833427,-0.0105213820304292,-0.276375480772303,-0.0188062993750401,0.168937940585079,-0.0740500206924518,-0.117218563797716,-0.22613203914094,-0.103118312007922,-0.0962721800823788,-0.184572558644812,-0.214432428562574,-0.151217561633525,-0.121666666375397,0.136948274973045,1,0.0722890899756755,0.133610656345884,0.0604376623107217,0.0273912547958408,0.0336770079246499,0.608,0.504,0.56,0.516,0.530666666666667,0.510666666666667,0.530666666666667,0.514666666666667,0.492,0.368,0.5,0.577333333333333,0.464,0.430666666666667,0.382666666666667,0.457333333333333,0.453333333333333,0.410666666666667,0.393333333333333,0.421333333333333,0.436,0.566666666666667,1,0.534666666666667,0.568,0.530666666666667,0.516,0.514666666666667,0.0117322493844854,-0.0318172774859324,0.0394928485762301,0.0395437724138807,-0.0369621252344747,0.00588801918433211,0.0123088625187586,0.0174090791687135,-0.0385860238783351,-0.00201766783467549,0.0783821840459296,0.00787570735889906,-0.00491756769836462,0.00770650027776446,0.0605473143348182,0.00557765654712623,0.0509066948439892,-0.0302374524445979,-0.0364897273066534,-0.0133575997726068,-0.0279941534593373,0.00402332880094708,1,0.0350817258403729,-0.0174105786769767,-0.0102589958906965,0.0219130882406083,-0.0088945781420583,0.513333333333333,0.484,0.518666666666667,0.517333333333333,0.481333333333333,0.501333333333333,0.506666666666667,0.514666666666667,0.474666666666667,0.497333333333333,0.534666666666667,0.502666666666667,0.504,0.509333333333333,0.54,0.504,0.525333333333333,0.481333333333333,0.484,0.496,0.482666666666667,0.501333333333333,1,0.52,0.489333333333333,0.486666666666667,0.501333333333333,0.492
"rus5",0.220792388670184,0.0874976498463668,0.123419290546017,0.0674493956262566,0.0180728969557572,0.0578127681940378,0.0209463497934264,0.0785918232538143,-0.00827887192285052,-0.244572602141991,-0.00972234031191363,0.208931662269463,-0.102404683457728,-0.0894327989102875,-0.225842763878894,-0.173739292549639,-0.0823103734451085,-0.206483904486206,-0.195884030133092,-0.0279854763166141,-0.143030402556323,0.18172077074146,0.0722890899756755,1,0.151065802967558,0.0629620180914356,0.0188487733562896,0.00544098986128051,0.612,0.546666666666667,0.566666666666667,0.538666666666667,0.505333333333333,0.544,0.514666666666667,0.546666666666667,0.485333333333333,0.372,0.488,0.609333333333333,0.448,0.457333333333333,0.385333333333333,0.410666666666667,0.454666666666667,0.396,0.401333333333333,0.504,0.421333333333333,0.590666666666667,0.534666666666667,1,0.577333333333333,0.526666666666667,0.517333333333333,0.504,-0.00678332950751367,0.0313038083793581,0.0196286500011964,0.0434074338204266,0.0156000645966679,0.0315036584414567,0.0573626309943859,0.0590253514920788,-0.00412484142217007,0.0120691862860709,-0.010859265763041,-0.0241718977115614,0.0172638143640981,-0.0420031583485573,0.0243134555231473,0.0335583854187132,0.0240434261828114,-0.0197977247479073,0.00973221415422829,-0.0362806483985766,0.0127906692782101,0.00141676859159767,0.0350817258403729,1,0.086024445953524,0.13518689588702,-0.0264422342447032,0.0112599177658972,0.505333333333333,0.514666666666667,0.504,0.530666666666667,0.513333333333333,0.514666666666667,0.54,0.534666666666667,0.502666666666667,0.505333333333333,0.497333333333333,0.481333333333333,0.516,0.477333333333333,0.510666666666667,0.521333333333333,0.517333333333333,0.496,0.501333333333333,0.48,0.506666666666667,0.497333333333333,0.52,1,0.548,0.577333333333333,0.488,0.502666666666667
"rus6",0.394100692165925,0.0507730418920002,0.248564640724168,0.0583619336495697,0.0873078507440917,0.113866193669481,0.114883818023101,0.151325271301927,-0.0100273860062268,-0.492015760114522,-0.00989325927062875,0.392481388002276,-0.218603501262449,-0.233624659526103,-0.374085340329009,-0.325358597715346,-0.225347892313366,-0.379406740492666,-0.472179544339826,-0.209401026183611,-0.183757061380554,0.307210268006701,0.133610656345884,0.151065802967558,1,0.20439673479125,0.0834331862867802,0.0683224919555708,0.704,0.525333333333333,0.626666666666667,0.522666666666667,0.542666666666667,0.568,0.558666666666667,0.578666666666667,0.5,0.244,0.484,0.705333333333333,0.384,0.373333333333333,0.301333333333333,0.329333333333333,0.374666666666667,0.306666666666667,0.256,0.396,0.409333333333333,0.658666666666667,0.568,0.577333333333333,1,0.610666666666667,0.553333333333333,0.530666666666667,-0.0532865036688274,0.0194765858342414,0.0458909038717649,-0.0174216121088666,0.026887587025859,0.0179803415160871,0.0414647431355184,-0.0399593185492101,-0.00696986570093891,0.0220738031280569,-0.0539716972458239,-0.000721445728091299,0.0503036277003213,0.00641548263680077,0.0409283622470575,0.0246667245214799,0.00167883557632834,-0.0242997264393731,-0.029237451873299,0.00237638250934337,-0.0412910580767406,-0.0414240816640222,-0.0174105786769767,0.086024445953524,1,0.0316228261552342,0.0178517519687959,-0.0517571808233599,0.470666666666667,0.52,0.52,0.488,0.513333333333333,0.502666666666667,0.518666666666667,0.478666666666667,0.493333333333333,0.510666666666667,0.48,0.505333333333333,0.525333333333333,0.502666666666667,0.526666666666667,0.512,0.509333333333333,0.489333333333333,0.481333333333333,0.497333333333333,0.48,0.48,0.489333333333333,0.548,1,0.508,0.509333333333333,0.481333333333333
