"","mean.seb1","mean.seb10","mean.seb11","mean.seb12","mean.seb13","mean.seb14","mean.seb15","mean.seb16","mean.seb17","mean.seb18","mean.seb19","mean.seb2","mean.seb20","mean.seb21","mean.seb22","mean.seb23","mean.seb24","mean.seb25","mean.seb26","mean.seb27","mean.seb28","mean.seb29","mean.seb3","mean.seb30","mean.seb31","mean.seb32","mean.seb4","mean.seb5","mean.seb6","mean.seb7","mean.seb8","mean.seb9","support.seb1","support.seb10","support.seb11","support.seb12","support.seb13","support.seb14","support.seb15","support.seb16","support.seb17","support.seb18","support.seb19","support.seb2","support.seb20","support.seb21","support.seb22","support.seb23","support.seb24","support.seb25","support.seb26","support.seb27","support.seb28","support.seb29","support.seb3","support.seb30","support.seb31","support.seb32","support.seb4","support.seb5","support.seb6","support.seb7","support.seb8","support.seb9","mean.seb1.1","mean.seb10.1","mean.seb11.1","mean.seb12.1","mean.seb13.1","mean.seb14.1","mean.seb15.1","mean.seb16.1","mean.seb17.1","mean.seb18.1","mean.seb19.1","mean.seb2.1","mean.seb20.1","mean.seb21.1","mean.seb22.1","mean.seb23.1","mean.seb24.1","mean.seb25.1","mean.seb26.1","mean.seb27.1","mean.seb28.1","mean.seb29.1","mean.seb3.1","mean.seb30.1","mean.seb31.1","mean.seb32.1","mean.seb4.1","mean.seb5.1","mean.seb6.1","mean.seb7.1","mean.seb8.1","mean.seb9.1","support.seb1.1","support.seb10.1","support.seb11.1","support.seb12.1","support.seb13.1","support.seb14.1","support.seb15.1","support.seb16.1","support.seb17.1","support.seb18.1","support.seb19.1","support.seb2.1","support.seb20.1","support.seb21.1","support.seb22.1","support.seb23.1","support.seb24.1","support.seb25.1","support.seb26.1","support.seb27.1","support.seb28.1","support.seb29.1","support.seb3.1","support.seb30.1","support.seb31.1","support.seb32.1","support.seb4.1","support.seb5.1","support.seb6.1","support.seb7.1","support.seb8.1","support.seb9.1"
"seb19",0.00818248200071106,-0.0172493565029085,0.0255549442378725,-0.0510121078178791,-3.4588377665338e-05,-0.0204351018865889,0.0280920538245504,0.00311493756406178,0.0567332096732887,0.0649269292264391,1,0.0210531163153671,0.0147178797674933,-0.00635028097687492,-0.0203091538814328,-0.0235989190333314,0.0311145216183023,0.00327938505749905,-0.00206693054628097,0.033878767402711,0.0282385907120348,0.0299075617490846,-0.0346901917167308,-0.0431604465945163,-0.0162361111381127,0.0197496299980387,0.0151935172629896,0.00766166451003913,0.0147899098954398,0.0483705429251673,0.00426471501812063,-0.003329494771429,0.502666666666667,0.482666666666667,0.508,0.469333333333333,0.498666666666667,0.496,0.52,0.509333333333333,0.534666666666667,0.534666666666667,1,0.510666666666667,0.502666666666667,0.498666666666667,0.497333333333333,0.488,0.514666666666667,0.498666666666667,0.497333333333333,0.533333333333333,0.522666666666667,0.52,0.48,0.477333333333333,0.492,0.517333333333333,0.509333333333333,0.505333333333333,0.510666666666667,0.530666666666667,0.510666666666667,0.493333333333333,-0.0399911688090861,-0.00731540356343028,-0.0098843082262929,0.0443370031930139,-0.00936546153062259,-0.0289529959239927,-0.0291708157438995,-0.0310678987077604,0.0101198620676974,0.021852603550352,1,-0.0169982196871267,0.0322795549191475,0.0314430295296152,-0.0188253527230771,-0.0253480099397511,-0.0464344160628638,0.014114696318542,0.0483289973009898,0.00543548406744454,0.0364050139938628,0.0229548864587539,0.0630925219399933,0.0194211435534808,-0.0255200907789579,0.0454395845625224,0.00902756947811108,0.0267952457173288,-0.00951610539851988,0.0303976011588738,0.00401752546275674,0.00848511876169764,0.477333333333333,0.485333333333333,0.496,0.517333333333333,0.496,0.488,0.477333333333333,0.493333333333333,0.510666666666667,0.52,1,0.513333333333333,0.52,0.510666666666667,0.476,0.484,0.473333333333333,0.509333333333333,0.538666666666667,0.512,0.517333333333333,0.518666666666667,0.537333333333333,0.512,0.489333333333333,0.528,0.505333333333333,0.513333333333333,0.496,0.518666666666667,0.5,0.501333333333333
"seb2",0.0131363592504653,-0.00016230116390476,-0.00943882374988241,-0.00846309383250575,0.0237717143313775,0.0216335018237271,0.0189765371657581,0.0436025807947891,-0.0249433047134942,-0.00560990086680652,0.0210531163153671,1,-0.0187290071269831,0.0054385553891971,0.00573593203605235,-0.0182901716079285,-0.0109961088804192,-0.00235801205134471,-0.0150406091303016,0.00867980556221416,0.028773377902604,0.0192285531654522,-0.0225797547085228,-0.022241476101883,0.0174626240322734,0.00959376725654583,-0.0170532535391729,-0.0169857306357451,-0.0101605124791632,0.0631737018245805,-0.0445127801374746,0.0383787593227605,0.506666666666667,0.509333333333333,0.485333333333333,0.489333333333333,0.516,0.501333333333333,0.5,0.518666666666667,0.490666666666667,0.509333333333333,0.510666666666667,1,0.486666666666667,0.501333333333333,0.516,0.5,0.501333333333333,0.498666666666667,0.48,0.497333333333333,0.512,0.513333333333333,0.485333333333333,0.48,0.512,0.505333333333333,0.498666666666667,0.496,0.498666666666667,0.528,0.476,0.516,-0.00948715260173826,0.0240703741645508,-0.0086839900537988,0.0679913702288904,0.0730676451439376,-0.0245263828187135,-0.00832309974083695,-0.0252421526647529,0.0144389095665364,0.0114068240223609,-0.0169982196871267,1,-0.0416027662128277,-0.0260663326538599,-0.0191765939177935,-0.0137756614877443,-0.0352874579780817,-0.0492776184797813,-0.00546154878737687,-0.0461949770447361,0.021682995925954,0.0428607946668115,0.0018357967450779,-0.0501824750043334,0.00845842216962357,0.003262951829784,0.00817483080515182,0.00553250391266566,0.0169699194779436,0.0178208938021495,-0.00601581031280467,-0.0578914227376917,0.497333333333333,0.509333333333333,0.497333333333333,0.538666666666667,0.534666666666667,0.485333333333333,0.492,0.477333333333333,0.513333333333333,0.5,0.513333333333333,1,0.482666666666667,0.490666666666667,0.504,0.486666666666667,0.484,0.473333333333333,0.492,0.473333333333333,0.509333333333333,0.532,0.505333333333333,0.474666666666667,0.509333333333333,0.498666666666667,0.501333333333333,0.497333333333333,0.525333333333333,0.508,0.501333333333333,0.46
"seb20",-0.00275001089664926,-0.0229268346230621,-0.0144898241490828,-0.0373974961937824,0.00702060063087393,0.0443763592928293,0.00812039244412715,-0.00447039736528463,-0.0430251138006605,0.0180806041399877,0.0147178797674933,-0.0187290071269831,1,0.028703124446534,0.0121318697228497,-0.0430916157828411,-0.0226612973018379,0.0236456046910238,0.0244987723830079,-0.0052127055093765,0.00245457007646591,0.0562144541769958,0.0701921641812781,-0.040028502126781,-0.0781739863750086,0.0125900874992314,-0.0378276786641803,0.000977024723520414,0.0304494235505538,-0.0308222109579156,-0.0144840427776843,-0.0398499750752295,0.5,0.496,0.494666666666667,0.484,0.504,0.530666666666667,0.510666666666667,0.488,0.481333333333333,0.518666666666667,0.502666666666667,0.486666666666667,1,0.52,0.508,0.482666666666667,0.490666666666667,0.516,0.510666666666667,0.490666666666667,0.496,0.529333333333333,0.528,0.485333333333333,0.457333333333333,0.509333333333333,0.476,0.504,0.517333333333333,0.481333333333333,0.490666666666667,0.469333333333333,-0.0257011081035681,0.012360924496619,-0.0247983092289261,0.0175111573190381,-0.0710566827934828,0.0237211315820622,0.0108094778565642,-0.0304236216628995,-0.0512745374115667,-0.0176707597376327,0.0322795549191475,-0.0416027662128277,1,-0.0163587268089681,0.0152509131212535,-0.00964021276926621,0.0415687465213271,-0.0369767333539148,-0.0138875232603531,-0.00902714389533648,0.0575017419395467,-0.0145375415821787,0.040693791618195,-0.000228281373163682,-0.0041514596267275,-0.052945976518837,-0.0239396558102486,-0.0282725007187219,-0.0114365207787787,0.0406916431336162,-0.0139923361762319,-0.0268858340138715,0.482666666666667,0.502666666666667,0.482666666666667,0.509333333333333,0.461333333333333,0.52,0.510666666666667,0.486666666666667,0.472,0.486666666666667,0.52,0.482666666666667,1,0.489333333333333,0.514666666666667,0.496,0.528,0.474666666666667,0.492,0.497333333333333,0.537333333333333,0.496,0.518666666666667,0.504,0.493333333333333,0.468,0.488,0.486666666666667,0.493333333333333,0.518666666666667,0.485333333333333,0.478666666666667
"seb21",-0.0345550034017698,-0.0404258942940276,0.0057044704856805,0.0274764642647888,-0.0249617627602948,0.0360615387614583,0.0288021369078231,0.0633198509115051,0.0576546657674988,-0.0259259643121318,-0.00635028097687492,0.0054385553891971,0.028703124446534,1,-0.00336729806750031,-0.00912199115005165,0.00823376528394753,-0.029644812953842,-0.0218346031714076,-0.0233078845421015,-0.0117661744057613,0.0175423126631576,-0.0155690308846572,0.010560527330764,-0.0320068117084192,0.0206412783303691,0.0224487290281648,-0.0144178392710262,-0.0304134385090662,-0.024923481022531,-0.0535936765537324,-0.0643938751698969,0.478666666666667,0.482666666666667,0.505333333333333,0.512,0.492,0.52,0.514666666666667,0.522666666666667,0.54,0.484,0.498666666666667,0.501333333333333,0.52,1,0.510666666666667,0.490666666666667,0.506666666666667,0.48,0.484,0.488,0.494666666666667,0.522666666666667,0.485333333333333,0.505333333333333,0.478666666666667,0.512,0.513333333333333,0.493333333333333,0.478666666666667,0.482666666666667,0.477333333333333,0.462666666666667,-0.00416553275607925,0.0401972099225821,-0.0464413871629331,0.0403894611170511,0.00783033433599217,-0.0299288891184453,0.0847112686017719,0.0037283502604998,-0.00182210517086966,-0.023024613710295,0.0314430295296152,-0.0260663326538599,-0.0163587268089681,1,-0.00223605768868465,-0.0454974260195953,0.00729819019361496,-0.00985282337016724,0.0236241617094546,0.0202819236451055,-0.0519762960646977,0.0130053004423594,-0.0704142747223529,-0.00316500372374817,-0.00197742865594315,0.0618532336476059,-0.030320078543129,-0.000163462088511432,-0.0344672988639724,0.0241133119183987,0.0567708673677516,0.0514404010757084,0.506666666666667,0.522666666666667,0.473333333333333,0.524,0.510666666666667,0.477333333333333,0.545333333333333,0.501333333333333,0.496,0.481333333333333,0.510666666666667,0.490666666666667,0.489333333333333,1,0.490666666666667,0.477333333333333,0.506666666666667,0.493333333333333,0.509333333333333,0.521333333333333,0.474666666666667,0.521333333333333,0.46,0.501333333333333,0.5,0.537333333333333,0.482666666666667,0.488,0.482666666666667,0.518666666666667,0.533333333333333,0.533333333333333
"seb22",-0.00403097198019643,-0.0248228492870383,-0.0203486490183268,-0.0285556670125022,-0.0022663399547236,-0.0062116504634139,0.00457457770152173,0.0268879167130381,0.053938773797334,0.0740692933861473,-0.0203091538814328,0.00573593203605235,0.0121318697228497,-0.00336729806750031,1,-0.0150852676050964,0.0139541012617315,-0.0554594819436954,-0.00908771345918534,0.00940481104523567,-0.0563311701396922,0.0252378436646065,0.0010014915185492,0.0132808046885556,-0.0228538586789649,-0.00629982395311911,0.00947039757587175,0.0061360349252245,-0.045411986317785,-0.00585950933500273,-0.0571714692377947,-0.0281724491959697,0.506666666666667,0.477333333333333,0.484,0.486666666666667,0.494666666666667,0.497333333333333,0.510666666666667,0.513333333333333,0.532,0.544,0.497333333333333,0.516,0.508,0.510666666666667,1,0.481333333333333,0.506666666666667,0.465333333333333,0.492,0.513333333333333,0.472,0.517333333333333,0.508,0.509333333333333,0.485333333333333,0.494666666666667,0.504,0.502666666666667,0.474666666666667,0.488,0.457333333333333,0.481333333333333,-0.0125939119260007,0.0240712618968038,0.0355098778868949,-0.000218102961565816,0.015553072671661,-0.0505112092075791,-3.98843516661733e-05,-0.00657478964459694,-0.041733783731483,0.0465569167696004,-0.0188253527230771,-0.0191765939177935,0.0152509131212535,-0.00223605768868465,1,-0.0428851072794088,0.00196316363382071,0.0165193161308443,-0.0060298826896052,-0.0217642721875992,-0.0325475668919122,-0.0444844011371947,0.0352545764945049,-0.0411789459991137,0.00221867062175067,-0.0280631884075828,-0.00561474808639715,-0.0575562915821737,0.0557025702206763,-0.00754583214565078,0.0275201826333527,0.0168290803859158,0.486666666666667,0.516,0.514666666666667,0.506666666666667,0.508,0.469333333333333,0.498666666666667,0.494666666666667,0.474666666666667,0.517333333333333,0.476,0.504,0.514666666666667,0.490666666666667,1,0.472,0.504,0.509333333333333,0.506666666666667,0.490666666666667,0.488,0.466666666666667,0.521333333333333,0.476,0.501333333333333,0.490666666666667,0.501333333333333,0.466666666666667,0.525333333333333,0.496,0.504,0.506666666666667
"seb23",0.0471795793744114,-0.00278709754363795,0.0345485073983992,-0.0454676996335536,-0.0168221614206681,-0.0346174564290874,0.0788178680114159,-0.0071105815011338,-0.000440405091099667,-0.00696467894629634,-0.0235989190333314,-0.0182901716079285,-0.0430916157828411,-0.00912199115005165,-0.0150852676050964,1,0.0199538131068805,-0.0206847522327506,0.00546124615352066,0.0515241743482467,0.0478060813024256,-0.00948884273695067,0.0173451680041832,-0.0229066888870654,-0.0326040305905143,-0.0733075014751705,0.0143044609653659,-0.00257312147703394,0.0388732528347197,-0.0315197343784849,-0.0236122704871827,-0.0288957748721431,0.526666666666667,0.508,0.510666666666667,0.478666666666667,0.501333333333333,0.474666666666667,0.546666666666667,0.492,0.489333333333333,0.493333333333333,0.488,0.5,0.482666666666667,0.490666666666667,0.481333333333333,1,0.516,0.477333333333333,0.512,0.522666666666667,0.536,0.492,0.505333333333333,0.486666666666667,0.481333333333333,0.464,0.508,0.494666666666667,0.524,0.482666666666667,0.490666666666667,0.492,-0.0115827181969161,0.0384930430264347,-0.00527027347085849,0.0300270160853804,-0.040631294639335,-0.00634475880433082,-0.0171671662179149,0.00868571030921378,0.013261525791113,-0.0102356697275612,-0.0253480099397511,-0.0137756614877443,-0.00964021276926621,-0.0454974260195953,-0.0428851072794089,1,0.0375721364933876,-0.0348184864285032,-0.0374816247028961,-0.0575467779912141,-0.065164708488464,0.0204565211846888,0.0330093577720994,-0.00985880457386742,-0.0285229426409319,-0.0474636785276088,0.0754951725859644,0.0183529030527175,-0.0026321252260373,0.0286585407802384,-0.0169895376259805,-0.000519027227910176,0.488,0.517333333333333,0.502666666666667,0.512,0.470666666666667,0.490666666666667,0.482666666666667,0.512,0.512,0.488,0.484,0.486666666666667,0.496,0.477333333333333,0.472,1,0.525333333333333,0.48,0.478666666666667,0.48,0.466666666666667,0.501333333333333,0.525333333333333,0.485333333333333,0.489333333333333,0.468,0.54,0.516,0.490666666666667,0.522666666666667,0.494666666666667,0.502666666666667
"seb24",0.0389981277118423,0.028699927622557,-0.014221009699248,-0.0722514889936156,-0.084767429315695,-0.0133236935381482,0.0337943078596031,0.0800943009176391,0.0324148611194425,-0.0022242570735572,0.0311145216183023,-0.0109961088804192,-0.0226612973018379,0.00823376528394752,0.0139541012617315,0.0199538131068805,1,0.0649476906773577,0.0346914286678292,0.0222067546803643,-0.0173441611072825,-0.0166269560331124,0.00571926918585364,-0.030031787506131,-0.0209030586926443,-0.026594318434595,0.00102948349993607,0.00107871500931407,0.0122897437048422,0.00417392111480906,-0.0350039652714844,-0.00354688420209034,0.530666666666667,0.514666666666667,0.492,0.46,0.448,0.488,0.522666666666667,0.545333333333333,0.524,0.498666666666667,0.514666666666667,0.501333333333333,0.490666666666667,0.506666666666667,0.506666666666667,0.516,1,0.54,0.516,0.517333333333333,0.489333333333333,0.481333333333333,0.501333333333333,0.484,0.486666666666667,0.482666666666667,0.512,0.5,0.513333333333333,0.5,0.474666666666667,0.486666666666667,0.0062699980634851,0.0456961070975779,-0.0294408111249296,0.0412896935397721,-0.0184077313548827,0.0434796862744824,0.00723079288884923,0.00673302581888455,-0.0155309533348681,-0.0241241688952745,-0.0464344160628638,-0.0352874579780817,0.0415687465213271,0.00729819019361495,0.00196316363382071,0.0375721364933876,1,0.0196680081370156,-0.00722926447537991,0.00154062743920719,-0.0189025228881411,-0.0353388342347478,0.00552039290453126,-0.00482269788939811,-0.0287061062276557,-0.0237040856445981,-0.0201726873134218,-0.0368934371579208,-0.0272097188035413,-0.0094538282042256,0.0163097194088662,0.0404184249077348,0.497333333333333,0.521333333333333,0.489333333333333,0.522666666666667,0.485333333333333,0.524,0.504,0.506666666666667,0.489333333333333,0.489333333333333,0.473333333333333,0.484,0.528,0.506666666666667,0.504,0.525333333333333,1,0.516,0.497333333333333,0.508,0.484,0.477333333333333,0.502666666666667,0.492,0.484,0.493333333333333,0.488,0.478666666666667,0.496,0.493333333333333,0.517333333333333,0.52
"seb25",0.135312176811052,0.000701607591886058,-0.00362217813454347,-0.279125213128611,-0.00109169847883637,0.0182604554440038,0.0349923537186751,0.00195320654298361,0.0234734551919714,0.00157104728812047,0.00327938505749905,-0.00235801205134472,0.0236456046910238,-0.029644812953842,-0.0554594819436954,-0.0206847522327506,0.0649476906773577,1,0.143981931590463,0.0925587493441392,0.0901379015840848,0.00420570189386544,0.0442788903482901,-0.0971227455743005,-0.0575728455859547,-0.0513587986700185,-0.0233377725006971,0.00881436934917365,-0.00334309617724553,0.052800214121672,0.0299719201572377,0.0249668512878831,0.574666666666667,0.5,0.496,0.358666666666667,0.492,0.504,0.525333333333333,0.5,0.52,0.501333333333333,0.498666666666667,0.498666666666667,0.516,0.48,0.465333333333333,0.477333333333333,0.54,1,0.576,0.546666666666667,0.548,0.508,0.525333333333333,0.444,0.473333333333333,0.466666666666667,0.488,0.5,0.498666666666667,0.518666666666667,0.521333333333333,0.514666666666667,-0.013814847843588,-0.0141039688775165,0.0237702963637439,-0.0321263826122121,-0.0465246922049031,0.00719800273271493,0.0280830281377817,-0.0458536202144967,-0.0242892228784709,-0.0344234345629153,0.014114696318542,-0.0492776184797813,-0.0369767333539148,-0.00985282337016724,0.0165193161308443,-0.0348184864285032,0.0196680081370156,1,0.0153729850421388,0.0324743749731895,-0.00701364003270816,-0.00251029042099575,-0.00593942434810507,0.0202596888895641,0.0394281772932405,-0.0280418479821242,-0.000299791528424963,0.0173556701560912,-0.00482660802006477,-0.0109466606111091,0.029277024588511,0.021196490418549,0.485333333333333,0.489333333333333,0.509333333333333,0.485333333333333,0.462666666666667,0.506666666666667,0.517333333333333,0.472,0.494666666666667,0.473333333333333,0.509333333333333,0.473333333333333,0.474666666666667,0.493333333333333,0.509333333333333,0.48,0.516,1,0.506666666666667,0.513333333333333,0.489333333333333,0.5,0.5,0.526666666666667,0.521333333333333,0.482666666666667,0.502666666666667,0.509333333333333,0.497333333333333,0.494666666666667,0.518666666666667,0.512
"seb26",0.173967007342572,-0.0444206456577584,0.0157584142297245,-0.300553781547,0.0384907699532795,0.0155762123916752,-0.00614950264473077,0.0241720195037223,-0.00678123586580419,0.042008803061574,-0.00206693054628097,-0.0150406091303016,0.0244987723830079,-0.0218346031714076,-0.00908771345918534,0.00546124615352066,0.0346914286678292,0.143981931590463,1,0.191035183375446,0.155927202338989,-0.0442119275227738,0.00108526906739826,-0.0434594725525217,-0.095250096468701,-0.0400951331669333,-0.0291392564657678,0.0163526138695204,-0.0254332708891784,0.0474173070580101,-0.00217698565096922,0.0305042916720612,0.585333333333333,0.478666666666667,0.510666666666667,0.349333333333333,0.52,0.513333333333333,0.493333333333333,0.513333333333333,0.486666666666667,0.528,0.497333333333333,0.48,0.510666666666667,0.484,0.492,0.512,0.516,0.576,1,0.601333333333333,0.58,0.481333333333333,0.493333333333333,0.476,0.450666666666667,0.481333333333333,0.485333333333333,0.505333333333333,0.493333333333333,0.52,0.506666666666667,0.513333333333333,0.0521817159044244,-0.0126412110011913,-0.0572555835428357,-0.0602214770579228,0.0396571981578564,-0.0139647784429832,0.0114526761293454,-0.0076164951791576,-0.00999548422642512,0.01880852259269,0.0483289973009898,-0.00546154878737687,-0.0138875232603531,0.0236241617094546,-0.0060298826896052,-0.0374816247028961,-0.00722926447537991,0.0153729850421388,1,0.0393942441393603,0.0115530573676041,0.0888834291291962,-0.00194735313825367,0.0778945413385623,-0.0312505350791464,0.0365873666613235,-0.0367207493829957,-0.0190625220105512,0.00895824162480754,0.0207836059084741,0.00560221957014044,0.0326598951933506,0.525333333333333,0.485333333333333,0.478666666666667,0.468,0.516,0.494666666666667,0.506666666666667,0.497333333333333,0.494666666666667,0.505333333333333,0.538666666666667,0.492,0.492,0.509333333333333,0.506666666666667,0.478666666666667,0.497333333333333,0.506666666666667,1,0.524,0.498666666666667,0.549333333333333,0.494666666666667,0.544,0.486666666666667,0.516,0.481333333333333,0.490666666666667,0.510666666666667,0.512,0.502666666666667,0.516
"seb27",0.193053089455458,-0.00620530482912965,0.0412871352285732,-0.264555911129374,-0.0206640530993727,0.00532765225134807,0.0184716476698235,0.0377769616525492,0.0224849045920851,-0.00672701976838036,0.033878767402711,0.00867980556221416,-0.00521270550937651,-0.0233078845421015,0.00940481104523567,0.0515241743482467,0.0222067546803643,0.0925587493441392,0.191035183375446,1,0.141288681443335,-0.0311742664904275,0.0142020344906516,-0.05187621993194,-0.0449958161419978,-0.0387699367444791,-0.0402735703974933,0.00615243791049302,-0.0522341940838914,0.00677348007017824,0.00914862985857274,0.0228846226021939,0.608,0.496,0.52,0.364,0.488,0.494666666666667,0.508,0.522666666666667,0.521333333333333,0.501333333333333,0.533333333333333,0.497333333333333,0.490666666666667,0.488,0.513333333333333,0.522666666666667,0.517333333333333,0.546666666666667,0.601333333333333,1,0.569333333333333,0.481333333333333,0.504,0.472,0.481333333333333,0.470666666666667,0.48,0.504,0.472,0.506666666666667,0.513333333333333,0.510666666666667,0.0411404263636042,-0.0852519317008691,-0.0542099865100517,-0.154351449769401,0.0230711472555019,0.00180846308041706,-0.0394079428776488,-0.0147417747818121,0.0139389386713538,-0.0229946718809384,0.00543548406744453,-0.0461949770447361,-0.00902714389533648,0.0202819236451055,-0.0217642721875992,-0.0575467779912141,0.00154062743920719,0.0324743749731895,0.0393942441393603,1,0.0936270621192937,0.0810948146899759,0.0492591916151404,0.0591578858733432,0.021995403723188,0.0128900314303493,-0.0148436073565368,0.00373719286328517,-0.00230611001281235,-0.0445403973156811,-0.0128850045824458,-0.0369990563216922,0.534666666666667,0.462666666666667,0.465333333333333,0.413333333333333,0.509333333333333,0.506666666666667,0.481333333333333,0.502666666666667,0.505333333333333,0.492,0.512,0.473333333333333,0.497333333333333,0.521333333333333,0.490666666666667,0.48,0.508,0.513333333333333,0.524,1,0.557333333333333,0.537333333333333,0.526666666666667,0.524,0.508,0.512,0.498666666666667,0.498666666666667,0.509333333333333,0.469333333333333,0.493333333333333,0.496
"seb28",0.154396427874315,0.0326899845419961,0.0234688847564716,-0.23299142091526,-0.00186568763193024,0.0565272246407457,0.0308231574735546,-0.015643356066288,-0.014682071682239,0.0163289684372703,0.0282385907120348,0.0287733779026041,0.00245457007646591,-0.0117661744057613,-0.0563311701396922,0.0478060813024256,-0.0173441611072825,0.0901379015840848,0.155927202338989,0.141288681443335,1,0.00483884288486911,0.0273425125100384,-0.0737960945875735,-0.0378850082167966,0.0129484043090608,0.0330312336107342,-0.00818295376630111,0.0464383165570351,0.0222531118995438,0.0542300040945491,0.00851508475799929,0.590666666666667,0.518666666666667,0.509333333333333,0.385333333333333,0.497333333333333,0.526666666666667,0.510666666666667,0.492,0.486666666666667,0.512,0.522666666666667,0.512,0.496,0.494666666666667,0.472,0.536,0.489333333333333,0.548,0.58,0.569333333333333,1,0.504,0.521333333333333,0.452,0.490666666666667,0.5,0.52,0.497333333333333,0.529333333333333,0.517333333333333,0.530666666666667,0.504,0.0570024682072877,-0.0138820214576378,-0.0599691899476708,-0.10945791059035,0.00666938875969015,0.00894609769059129,0.0393790143087817,-0.00683248000180636,0.050667015032655,-0.00578886921089483,0.0364050139938628,0.021682995925954,0.0575017419395467,-0.0519762960646977,-0.0325475668919122,-0.065164708488464,-0.0189025228881411,-0.00701364003270817,0.0115530573676041,0.0936270621192937,1,0.0507899054070262,-0.047896540578531,0.0276765222186052,-0.0487129632026034,0.0163461409154543,-0.00776126110826711,-0.0145841790662607,-0.0434705894502252,0.0016248930514478,0.0214256676968782,-0.0163408932829738,0.529333333333333,0.498666666666667,0.465333333333333,0.442666666666667,0.506666666666667,0.502666666666667,0.524,0.490666666666667,0.526666666666667,0.498666666666667,0.517333333333333,0.509333333333333,0.537333333333333,0.474666666666667,0.488,0.466666666666667,0.484,0.489333333333333,0.498666666666667,0.557333333333333,1,0.517333333333333,0.469333333333333,0.512,0.472,0.516,0.490666666666667,0.494666666666667,0.473333333333333,0.493333333333333,0.505333333333333,0.486666666666667
"seb29",0.0139345250775615,0.000247243457202375,-0.0536206271987436,-0.0161786511970514,-0.012284528075517,0.0223516226836901,-0.0110258897776903,0.0337109495660992,-0.0288461986038828,-0.0290826409712728,0.0299075617490846,0.0192285531654522,0.0562144541769958,0.0175423126631576,0.0252378436646065,-0.00948884273695067,-0.0166269560331124,0.00420570189386543,-0.0442119275227738,-0.0311742664904275,0.00483884288486911,1,0.000545633136245624,-0.0674629532528851,0.0745721827161277,-0.0112542255431823,0.00739500371402874,0.0877914214120074,-0.0148230001739938,0.00142658793985996,0.0482927034530194,-0.0338398082026768,0.505333333333333,0.496,0.469333333333333,0.492,0.498666666666667,0.509333333333333,0.496,0.524,0.489333333333333,0.484,0.52,0.513333333333333,0.529333333333333,0.522666666666667,0.517333333333333,0.492,0.481333333333333,0.508,0.481333333333333,0.481333333333333,0.504,1,0.501333333333333,0.458666666666667,0.538666666666667,0.484,0.504,0.542666666666667,0.502666666666667,0.504,0.513333333333333,0.477333333333333,-0.021421681032984,-0.0327071401483,0.00414036695619137,-0.0742690646227668,0.0285432962561203,-0.00547393979128049,0.0464475069538547,0.0423576974638898,0.0422347384650611,-0.00607367234864337,0.0229548864587539,0.0428607946668115,-0.0145375415821787,0.0130053004423594,-0.0444844011371947,0.0204565211846888,-0.0353388342347478,-0.00251029042099575,0.0888834291291962,0.0810948146899759,0.0507899054070262,1,0.00325290868710316,0.105355274826872,-0.0767232394383291,0.032260004431981,-0.0173383194279992,0.0261696087481158,-0.00672770581029236,0.0187323174510808,0.0297620344588889,0.0360904377623182,0.488,0.485333333333333,0.505333333333333,0.453333333333333,0.510666666666667,0.492,0.532,0.524,0.529333333333333,0.494666666666667,0.518666666666667,0.532,0.496,0.521333333333333,0.466666666666667,0.501333333333333,0.477333333333333,0.5,0.549333333333333,0.537333333333333,0.517333333333333,1,0.505333333333333,0.554666666666667,0.456,0.514666666666667,0.481333333333333,0.516,0.488,0.513333333333333,0.517333333333333,0.525333333333333
