Orc_genre,Orc_species,Fun_order,Fun_family,Fun_genus,Fun_species,GBAN,lat,lon,geneRegion,DOI,Title,Author,Origin,pubmed,number,Notes
Orchis,Orchis anthropophora,Cantharellales,tulasnellaceae,,,GQ907260,50.767724,5.635945,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
Orchis,Orchis militaris,Cantharellales,tulasnellaceae,,,GQ907261,50.794671,5.665723,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
Orchis,Orchis militaris,Cantharellales,tulasnellaceae,,,GQ907262,50.794671,5.665723,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
Orchis,Orchis militaris,Cantharellales,tulasnellaceae,,,GQ907263,50.794671,5.665723,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
Orchis,Orchis militaris,Cantharellales,tulasnellaceae,,,GQ907264,50.794671,5.665723,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
Orchis,Orchis militaris,Cantharellales,tulasnellaceae,,,GQ907265,50.794671,5.665723,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
Orchis,Orchis militaris,Cantharellales,tulasnellaceae,,,GQ907266,50.794671,5.665723,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
Orchis,Orchis militaris,Cantharellales,tulasnellaceae,,,GQ907267,50.794671,5.665723,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
Orchis,Orchis militaris,Cantharellales,tulasnellaceae,,,GQ907268,50.794671,5.665723,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
Orchis,Orchis militaris,Cantharellales,tulasnellaceae,,,GQ907269,50.828297,5.87636,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
Orchis,Orchis militaris,Cantharellales,tulasnellaceae,,,GQ907270,50.828297,5.87636,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
Orchis,Orchis militaris,Cantharellales,tulasnellaceae,,,GQ907271,50.828297,5.87636,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
Orchis,Orchis militaris,Cantharellales,tulasnellaceae,,,GQ907272,50.828297,5.87636,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
Orchis,Orchis militaris,Cantharellales,tulasnellaceae,,,GQ907273,50.828297,5.87636,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
Orchis,Orchis militaris,Cantharellales,tulasnellaceae,,,GQ907274,50.828297,5.87636,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
Orchis,Orchis purpurea,Cantharellales,tulasnellaceae,,,GQ907275,50.794671,5.665723,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
Orchis,Orchis purpurea,Cantharellales,tulasnellaceae,,,GQ907276,50.794671,5.665723,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
Orchis,Orchis purpurea,Cantharellales,tulasnellaceae,,,GQ907277,50.794671,5.665723,ITS1-11,doi:10.1016/j.mimet.2009.11.004,From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi,"Bart Lievens, Stefan van Kerckhove, Annelies Just�, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn",,NA,NA,
