Orc_genre	Orc_species	Fun_order	Fun_family	Fun_genus	Fun_species	GBAN	lat	lon	geneRegion	DOI	Title	Author	Origin	pubmed	number	Notes
Limodorum	Limodorum abortivum	Russulales	Russulaceae	Russula		DQ061914	43.608509	3.871755	ITS1F,ITS4	doi: 10.1111/j.1365-294X.2005.02770.x	Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae	Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S	environmentalSample	16448415		
Limodorum	Limodorum abortivum	Russulales	Russulaceae	Russula		DQ061867	43.608509	3.871755	ITS1F,ITS4	doi: 10.1111/j.1365-294X.2005.02770.x	Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae	Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S	environmentalSample	16448415		
Limodorum	Limodorum abortivum	Russulales	Russulaceae	Russula		DQ061884	43.608509	3.871755	ITS1F,ITS4	doi: 10.1111/j.1365-294X.2005.02770.x	Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae	Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S	environmentalSample	16448415		
Limodorum	Limodorum abortivum	Russulales	Russulaceae	Russula		DQ061868	43.608509	3.871755	ITS1F,ITS4	doi: 10.1111/j.1365-294X.2005.02770.x	Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae	Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S	environmentalSample	16448415		
Limodorum	Limodorum abortivum	Russulales	Russulaceae	Russula		DQ061915	43.608509	3.871755	ITS1F,ITS4	doi: 10.1111/j.1365-294X.2005.02770.x	Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae	Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S	environmentalSample	16448415		
Limodorum	Limodorum abortivum	Russulales	Russulaceae	Russula		DQ061875	43.651254	5.649002	ITS1F,ITS4	doi: 10.1111/j.1365-294X.2005.02770.x	Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae	Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S	environmentalSample	16448415		
Limodorum	Limodorum abortivum	Russulales	Russulaceae	Russula		DQ061885	44.474503	4.940662	ITS1F,ITS4	doi: 10.1111/j.1365-294X.2005.02770.x	Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae	Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S	environmentalSample	16448415		
Limodorum	Limodorum abortivum	Russulales	Russulaceae	Russula		DQ061873	43.51425	6.818035	ITS1F,ITS4	doi: 10.1111/j.1365-294X.2005.02770.x	Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae	Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S	environmentalSample	16448415		
Limodorum	Limodorum abortivum	Russulales	Russulaceae	Russula		DQ061872	43.51425	6.818035	ITS1F,ITS4	doi: 10.1111/j.1365-294X.2005.02770.x	Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae	Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S	environmentalSample	16448415		
Limodorum	Limodorum abortivum	Russulales	Russulaceae	Russula		DQ061874	43.51425	6.818035	ITS1F,ITS4	doi: 10.1111/j.1365-294X.2005.02770.x	Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae	Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S	environmentalSample	16448415		
Limodorum	Limodorum abortivum	Russulales	Russulaceae	Russula		DQ061881	42.118106	9.05762	ITS1F,ITS4	doi: 10.1111/j.1365-294X.2005.02770.x	Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae	Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S	environmentalSample	16448415		
Limodorum	Limodorum abortivum	Russulales	Russulaceae	Russula		DQ061882	42.118106	9.05762	ITS1F,ITS4	doi: 10.1111/j.1365-294X.2005.02770.x	Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae	Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S	environmentalSample	16448415		
