"N","P","K","pH","MaxPrec","MinTemp","lat","lon","family"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,40.82347,14.39286,"cer"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,40.82347,14.39286,"ino"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,40.82347,14.39286,"ser"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,40.82348,14.39381,"cer"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,40.82348,14.39381,"the"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,40.82348,14.39381,"seb"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,40.82348,14.39381,"ino"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,40.82348,14.39381,"rus"
1.70782423019409,0.949458301067352,400.253295898438,6.24247884750366,322,2.29999995231628,40.82687,14.40054,"cer"
1.70782423019409,0.949458301067352,400.253295898438,6.24247884750366,322,2.29999995231628,40.82687,14.40054,"the"
1.91090536117554,11.6671009063721,439.664764404297,6.24679946899414,310,1.39999997615814,41.30194,14.00648,"seb"
1.91090536117554,11.6671009063721,439.664764404297,6.24679946899414,310,1.39999997615814,41.30194,14.00648,"cer"
1.91090536117554,11.6671009063721,439.664764404297,6.24679946899414,310,1.39999997615814,41.30194,14.00648,"rus"
2.1840512752533,11.2773408889771,468.749389648438,6.17968320846558,325,1.89999997615814,41.30991,14.02031,"the"
2.1840512752533,11.2773408889771,468.749389648438,6.17968320846558,325,1.89999997615814,41.30991,14.02031,"rus"
2.1840512752533,11.2773408889771,468.749389648438,6.17968320846558,325,1.89999997615814,41.30991,14.02031,"cer"
2.1840512752533,11.2773408889771,468.749389648438,6.17968320846558,325,1.89999997615814,41.30991,14.02031,"ser"
3.60155940055847,5.78083992004395,226.889785766602,6.66418600082397,290,0,43.9177,3.50425,"ser"
3.60155940055847,5.78083992004395,226.889785766602,6.66418600082397,290,0,43.9177,3.50425,"cer"
5.14064645767212,23.400671005249,262.247619628906,7.52115964889526,289,0,43.92146,3.473415,"cer"
5.14064645767212,23.400671005249,262.247619628906,7.52115964889526,289,0,43.92146,3.473415,"the"
5.14064645767212,23.400671005249,262.247619628906,7.52115964889526,289,0,43.92146,3.473415,"ino"
3.8838038444519,15.7681379318237,242.799621582031,7.46476268768311,283,0.100000001490116,43.93131,3.510012,"the"
3.8838038444519,15.7681379318237,242.799621582031,7.46476268768311,283,0.100000001490116,43.93131,3.510012,"cer"
4.55414247512817,21.7542018890381,235.691223144531,7.41829633712769,299,-0.200000002980232,43.93497,3.518619,"the"
4.55414247512817,21.7542018890381,235.691223144531,7.41829633712769,299,-0.200000002980232,43.93497,3.518619,"cer"
2.06171250343323,19.3918380737305,216.739898681641,7.42171907424927,289,0,43.94129,3.525601,"cer"
2.06171250343323,19.3918380737305,216.739898681641,7.42171907424927,289,0,43.94129,3.525601,"the"
1.88755297660828,8.48822498321533,230.08349609375,6.94225025177002,307,-0.300000011920929,43.94703,3.528905,"cer"
1.88755297660828,8.48822498321533,230.08349609375,6.94225025177002,307,-0.300000011920929,43.94703,3.528905,"tul"
2.42912483215332,54.518253326416,250.111434936523,6.51126289367676,245.18603515625,3.44069838523865,48.79631,-1.56969,"cer"
2.42912483215332,54.518253326416,250.111434936523,6.51126289367676,245.18603515625,3.44069838523865,48.79631,-1.56969,"ino"
2.42912483215332,54.518253326416,250.111434936523,6.51126289367676,245.18603515625,3.44069838523865,48.79631,-1.56969,"the"
2.42912483215332,54.518253326416,250.111434936523,6.51126289367676,245.18603515625,3.44069838523865,48.79631,-1.56969,"seb"
2.81813216209412,46.0159454345703,199.206634521484,6.20408725738525,316,3.59999990463257,52.20016,-6.63079,"cer"
3.2036075592041,46.5089569091797,192.937911987305,6.19409322738647,317,3.59999990463257,52.21013,-6.6253,"cer"
3.2036075592041,46.5089569091797,192.937911987305,6.19409322738647,317,3.59999990463257,52.21013,-6.6253,"the"
6.03941297531128,43.6399536132812,194.575805664062,5.89318370819092,436,2.20000004768372,54.24538,-8.51075,"cer"
3.81638169288635,32.1057319641113,198.04377746582,5.63617610931396,403,2.59999990463257,54.26178,-8.61585,"cer"
3.81638169288635,32.1057319641113,198.04377746582,5.63617610931396,403,2.59999990463257,54.26178,-8.61585,"seb"
3.81638169288635,32.1057319641113,198.04377746582,5.63617610931396,403,2.59999990463257,54.26178,-8.61585,"ser"
3.81638169288635,32.1057319641113,198.04377746582,5.63617610931396,403,2.59999990463257,54.26178,-8.61585,"rus"
3.61595988273621,31.816951751709,193.868469238281,5.69274282455444,403,2.59999990463257,54.26209,-8.61475,"cer"
4.67704248428345,42.2366333007812,195.622421264648,5.67901945114136,407,2.70000004768372,54.32158,-8.57318,"cer"
