"N","P","K","pH","MaxPrec","MinTemp","lat","lon","family"
1.81256413459778,46.6320838928223,360.54345703125,7.41684341430664,168,0.5,48.35,2.35,"seb"
1.81256413459778,46.6320838928223,360.54345703125,7.41684341430664,168,0.5,48.35,2.35,"the"
1.81256413459778,46.6320838928223,360.54345703125,7.41684341430664,168,0.5,48.35,2.35,"cer"
1.9908139705658,18.6624031066895,288.942962646484,6.35366487503052,282,1.5,43.173696,10.952269,"seb"
2.06238698959351,15.2473573684692,225.275375366211,7.41839790344238,305,3.40000009536743,43.508153,10.357236,"the"
1.84616839885712,28.548978805542,161.493408203125,6.01593780517578,236,-10.6000003814697,59.319583,27.469556,"cer"
2.30819773674011,14.0161809921265,184.646591186523,6.32806253433228,333,-0.800000011920929,39.317009,16.391507,"cer"
2.08330035209656,24.2406101226807,116.643310546875,5.83072662353516,210,-5.80000019073486,58.856972,23.047,"tul"
6.88750743865967,46.0686187744141,263.996704101562,6.41903448104858,233,0.200000002980232,42.92597,11.87873,"tul"
5.04756355285645,39.704761505127,161.654602050781,6.49727201461792,310,1.10000002384186,43.15351,10.96098,"tul"
1.55320978164673,21.5637741088867,596.656188964844,7.44431400299072,153,5.69999980926514,39.243732,9.120478,"rus"
1.59317767620087,22.0370502471924,340.362823486328,7.34374618530273,394,5.90000009536743,39.306455,16.255141,"rus"
1.77924430370331,16.7492504119873,416.258850097656,7.25642204284668,423,4.80000019073486,40.681232,14.765187,"rus"
1.6785204410553,24.9685955047607,436.388610839844,7.36672592163086,395,4.80000019073486,40.851445,14.273894,"rus"
2.34487080574036,43.1993179321289,589.814819335938,7.37211608886719,356,3.29999995231628,41.125312,14.065684,"rus"
1.50221884250641,18.6661510467529,674.593322753906,7.83446264266968,163,3.70000004768372,41.461972,15.547688,"rus"
2.34916663169861,31.3502960205078,169.908462524414,6.35786962509155,353,-0.100000001490116,42.118106,9.05762,"rus"
1.76372313499451,24.007495880127,848.543151855469,7.64688539505005,250,3.09999990463257,42.770775,11.11358,"rus"
2.27689146995544,10.9444227218628,396.697875976562,7.27230215072632,272,2.70000004768372,43.327726,11.324213,"rus"
2.5601634979248,4.19304037094116,125.433464050293,6.70677995681763,311,3,43.51425,6.818035,"rus"
2.49944949150085,24.0087909698486,650.446044921875,7.42286443710327,296,3.5,43.542017,10.317728,"rus"
1.65792524814606,26.886251449585,302.190277099609,7.95224571228027,220,3.20000004768372,43.608509,3.871755,"rus"
1.77267396450043,8.43735408782959,252.119873046875,7.27506732940674,236,1.10000002384186,43.651254,5.649002,"rus"
0.996380269527435,17.2202529907227,275.620941162109,6.31275701522827,274,1.20000004768372,43.766933,3.546611,"rus"
2.14145731925964,11.0885324478149,211.550415039062,6.75398635864258,321,-0.200000002980232,44.474503,4.940662,"rus"
2.2861864566803,26.2331924438477,155.476974487305,6.74937772750854,326,-0.699999988079071,45.068113,7.687244,"rus"
1.41861617565155,39.7453269958496,152.440505981445,6.70961713790894,201,1.89999997615814,47.165918,0.23673,"rus"
1.61874842643738,49.3495330810547,252.167343139648,7.43557405471802,167,0.699999988079071,48.434033,2.273866,"rus"
1.67780363559723,51.9751243591309,217.28044128418,6.80349731445312,177,0.300000011920929,48.910867,2.924153,"rus"
4.25178337097168,17.6325912475586,108.671875,6.09946060180664,440,-5.40000009536743,45.876944,6.403333,"rus"
4.25178337097168,17.6325912475586,108.671875,6.09946060180664,440,-5.40000009536743,45.876944,6.403333,"tul"
2.75191020965576,17.9160690307617,134.229263305664,5.75323867797852,405,-6.5,48.970833,13.564722,"tul"
2.15506362915039,15.7781190872192,145.036499023438,5.37199068069458,396,-6.59999990463257,48.984722,13.513333,"tul"
NA,NA,NA,NA,371,-7.30000019073486,62.855,9.255833,"cer"
1.93882882595062,24.5135402679443,329.496429443359,7.36386585235596,285,2.5,45.188056,0.722222,"tul"
2.8566255569458,2.99504065513611,108.426940917969,5.12359857559204,277,-5.5,48.821667,17.550556,"tul"
2.80908942222595,18.6065483093262,186.055892944336,5.54621410369873,268,-5.19999980926514,48.829167,17.539444,"tul"
2.80908942222595,18.6065483093262,186.055892944336,5.54621410369873,268,-5.19999980926514,48.829167,17.539444,"cer"
2.93024659156799,23.0457725524902,163.896530151367,5.79886484146118,268,-5.19999980926514,48.830278,17.54,"tul"
2.55178117752075,20.5879440307617,218.561050415039,6.85369729995728,265,-5,48.873056,17.569722,"cer"
1.98569846153259,24.5476512908936,233.189376831055,5.94849967956543,259,-4.80000019073486,48.889167,17.531944,"tul"
2.87844824790955,15.3324213027954,139.116943359375,6.53854513168335,250,-5.40000009536743,48.893333,18.229722,"tul"
3.01020193099976,5.85000705718994,143.472518920898,5.75617265701294,277,-5.59999990463257,48.991944,17.906667,"tul"
2.98040962219238,25.1698513031006,129.110427856445,5.56269359588623,329,-5.69999980926514,49.061111,13.878056,"tul"
2.60014200210571,23.6425685882568,125.247848510742,5.47034311294556,383,-6.5,49.078889,13.557222,"tul"
2.86674046516418,21.1768054962158,143.518615722656,5.37324666976929,338,-5.80000019073486,49.128889,13.658889,"the"
2.86674046516418,21.1768054962158,143.518615722656,5.37324666976929,338,-5.80000019073486,49.128889,13.658889,"tul"
3.78143334388733,16.7723731994629,126.716957092285,5.1916069984436,311,-5.59999990463257,49.133611,13.503056,"tul"
3.78143334388733,16.7723731994629,126.716957092285,5.1916069984436,311,-5.59999990463257,49.133611,13.503056,"rus"
2.12649846076965,20.0931816101074,113.396629333496,4.90509653091431,345,-6.09999990463257,49.154722,13.332778,"tul"
3.01141905784607,19.8846988677979,120.042854309082,5.41998052597046,346,-6.09999990463257,49.211944,13.341944,"tul"
3.01141905784607,19.8846988677979,120.042854309082,5.41998052597046,346,-6.09999990463257,49.211944,13.341944,"rus"
1.29740810394287,21.7640266418457,116.584770202637,5.31439018249512,234,-3.29999995231628,50.463889,14.610556,"tul"
1.29740810394287,21.7640266418457,116.584770202637,5.31439018249512,234,-3.29999995231628,50.463889,14.610556,"cer"
3.93004465103149,40.8411407470703,205.276275634766,6.03077411651611,242,-0.5,50.757651,5.8295,"seb"
3.93004465103149,40.8411407470703,205.276275634766,6.03077411651611,242,-0.5,50.757651,5.8295,"cer"
3.93004465103149,40.8411407470703,205.276275634766,6.03077411651611,242,-0.5,50.757651,5.8295,"the"
3.93004465103149,40.8411407470703,205.276275634766,6.03077411651611,242,-0.5,50.757651,5.8295,"tul"
3.93004465103149,40.8411407470703,205.276275634766,6.03077411651611,242,-0.5,50.757651,5.8295,"ino"
3.38037204742432,21.0420722961426,82.2126083374023,5.66211557388306,211,-5.69999980926514,58.238611,13.734444,"tul"
2.78740763664246,17.8381576538086,308.353302001953,6.58590364456177,216,0.600000023841858,42.941653,11.866438,"tul"
2.78740763664246,17.8381576538086,308.353302001953,6.58590364456177,216,0.600000023841858,42.941653,11.866438,"cer"
2.49939918518066,18.2522258758545,274.504547119141,7.33768224716187,279,0.200000002980232,43.91277778,3.51361111,"tul"
2.39578604698181,52.9827117919922,180.63671875,6.47724771499634,230,-0.100000001490116,50.767724,5.635945,"tul"
1.91442704200745,52.0846252441406,230.228805541992,6.95857763290405,227,0,50.794671,5.665723,"tul"
1.74340867996216,16.4727344512939,176.2763671875,5.31610488891602,224,-0.300000011920929,50.828297,5.87636,"tul"
2.08797383308411,23.4363956451416,132.571304321289,5.44014453887939,220,-5.09999990463257,58.978639,22.49325,"tul"
2.19070100784302,38.435848236084,176.811981201172,6.36103248596191,239,-10.1000003814697,59.391528,27.230222,"tul"
2.85549879074097,37.3365707397461,262.206481933594,6.18757820129395,239,-0.400000005960464,50.73955,5.823108,"tul"
6.63986396789551,32.5128479003906,268.630645751953,6.46593856811523,233,0.200000002980232,42.929914,11.875801,"tul"
6.63986396789551,32.5128479003906,268.630645751953,6.46593856811523,233,0.200000002980232,42.929914,11.875801,"cer"
2.06238698959351,15.2473573684692,225.275375366211,7.41839790344238,305,3.40000009536743,43.507604,10.357247,"cer"
1.92940139770508,16.2418766021729,503.561431884766,7.23574876785278,242,2.5,37.78321,14.57238,"cer"
1.92940139770508,16.2418766021729,503.561431884766,7.23574876785278,242,2.5,37.78321,14.57238,"ino"
1.92940139770508,16.2418766021729,503.561431884766,7.23574876785278,242,2.5,37.78321,14.57238,"seb"
1.92940139770508,16.2418766021729,503.561431884766,7.23574876785278,242,2.5,37.78321,14.57238,"the"
2.7140634059906,14.5967779159546,253.998031616211,6.70916032791138,247,2.09999990463257,37.81393,14.41387,"rus"
2.7140634059906,14.5967779159546,253.998031616211,6.70916032791138,247,2.09999990463257,37.81393,14.41387,"cer"
2.7140634059906,14.5967779159546,253.998031616211,6.70916032791138,247,2.09999990463257,37.81393,14.41387,"the"
2.7140634059906,14.5967779159546,253.998031616211,6.70916032791138,247,2.09999990463257,37.81393,14.41387,"seb"
3.34031438827515,22.0431728363037,250.441833496094,6.72998762130737,244,2.20000004768372,37.89712,14.37238,"cer"
3.34031438827515,22.0431728363037,250.441833496094,6.72998762130737,244,2.20000004768372,37.89712,14.37238,"the"
3.34031438827515,22.0431728363037,250.441833496094,6.72998762130737,244,2.20000004768372,37.89712,14.37238,"rus"
3.34031438827515,22.0431728363037,250.441833496094,6.72998762130737,244,2.20000004768372,37.89712,14.37238,"ser"
3.34031438827515,22.0431728363037,250.441833496094,6.72998762130737,244,2.20000004768372,37.89712,14.37238,"tul"
3.34031438827515,22.0431728363037,250.441833496094,6.72998762130737,244,2.20000004768372,37.89712,14.37238,"ino"
2.01459693908691,10.1963005065918,226.531036376953,6.8271427154541,308,4.59999990463257,38.9892,26.31498,"the"
2.01459693908691,10.1963005065918,226.531036376953,6.8271427154541,308,4.59999990463257,38.9892,26.31498,"cer"
2.01459693908691,10.1963005065918,226.531036376953,6.8271427154541,308,4.59999990463257,38.9892,26.31498,"ino"
2.01459693908691,10.1963005065918,226.531036376953,6.8271427154541,308,4.59999990463257,38.9892,26.31498,"seb"
1.9967668056488,10.2763843536377,244.397994995117,6.80684947967529,322,3.5,39.00381,26.32637,"cer"
1.9967668056488,10.2763843536377,244.397994995117,6.80684947967529,322,3.5,39.00381,26.32637,"seb"
1.9967668056488,10.2763843536377,244.397994995117,6.80684947967529,322,3.5,39.00381,26.32637,"tul"
1.81798660755157,7.77989816665649,259.275299072266,7.03911924362183,323,3.29999995231628,39.02045,26.32708,"cer"
1.81798660755157,7.77989816665649,259.275299072266,7.03911924362183,323,3.29999995231628,39.02045,26.32708,"tul"
1.81798660755157,7.77989816665649,259.275299072266,7.03911924362183,323,3.29999995231628,39.02045,26.32708,"seb"
2.00818753242493,9.49820327758789,185.959777832031,7.20851993560791,321,3.40000009536743,39.02483,26.32138,"cer"
2.00818753242493,9.49820327758789,185.959777832031,7.20851993560791,321,3.40000009536743,39.02483,26.32138,"rus"
2.00818753242493,9.49820327758789,185.959777832031,7.20851993560791,321,3.40000009536743,39.02483,26.32138,"seb"
2.00818753242493,9.49820327758789,185.959777832031,7.20851993560791,321,3.40000009536743,39.02483,26.32138,"the"
2.00818753242493,9.49820327758789,185.959777832031,7.20851993560791,321,3.40000009536743,39.02483,26.32138,"ser"
2.00818753242493,9.49820327758789,185.959777832031,7.20851993560791,321,3.40000009536743,39.02483,26.32138,"ino"
2.21955847740173,10.3599548339844,329.485168457031,6.8990683555603,333,4,39.06083,26.55076,"cer"
2.21955847740173,10.3599548339844,329.485168457031,6.8990683555603,333,4,39.06083,26.55076,"the"
2.21955847740173,10.3599548339844,329.485168457031,6.8990683555603,333,4,39.06083,26.55076,"seb"
2.09459543228149,9.22160243988037,299.647521972656,7.01736879348755,326,3.29999995231628,39.09555,26.36539,"cer"
2.09459543228149,9.22160243988037,299.647521972656,7.01736879348755,326,3.29999995231628,39.09555,26.36539,"ser"
2.09459543228149,9.22160243988037,299.647521972656,7.01736879348755,326,3.29999995231628,39.09555,26.36539,"seb"
2.38953971862793,8.96396350860596,248.695617675781,6.68322277069092,319,3.90000009536743,39.10386,26.39202,"ser"
2.38953971862793,8.96396350860596,248.695617675781,6.68322277069092,319,3.90000009536743,39.10386,26.39202,"cer"
1.43651032447815,7.23655939102173,433.659729003906,6.90751981735229,318,3.90000009536743,39.10837,26.37353,"cer"
1.43651032447815,7.23655939102173,433.659729003906,6.90751981735229,318,3.90000009536743,39.10837,26.37353,"seb"
1.43651032447815,7.23655939102173,433.659729003906,6.90751981735229,318,3.90000009536743,39.10837,26.37353,"ser"
1.2369636297226,12.8769645690918,483.875244140625,7.56800508499146,153,0.800000011920929,40.47195,23.18327,"cer"
1.2369636297226,12.8769645690918,483.875244140625,7.56800508499146,153,0.800000011920929,40.47195,23.18327,"ino"
NA,NA,NA,NA,NA,NA,40.50274,14.1054,"cer"
NA,NA,NA,NA,NA,NA,40.50274,14.1054,"seb"
NA,NA,NA,NA,NA,NA,40.50274,14.1054,"the"
1.78323543071747,41.9120292663574,193.049423217773,6.72871541976929,151,-1.20000004768372,40.5927,23.09452,"cer"
1.78323543071747,41.9120292663574,193.049423217773,6.72871541976929,151,-1.20000004768372,40.5927,23.09452,"seb"
1.3111172914505,16.7674751281738,256.008148193359,7.29584932327271,146,0.400000005960464,40.6353,22.97012,"seb"
1.3111172914505,16.7674751281738,256.008148193359,7.29584932327271,146,0.400000005960464,40.6353,22.97012,"cer"
1.3111172914505,16.7674751281738,256.008148193359,7.29584932327271,146,0.400000005960464,40.6353,22.97012,"the"
2.58922505378723,3.85526943206787,446.337585449219,6.46283149719238,345,2.90000009536743,40.8217,14.39482,"rus"
2.58922505378723,3.85526943206787,446.337585449219,6.46283149719238,345,2.90000009536743,40.8217,14.39482,"the"
2.58922505378723,3.85526943206787,446.337585449219,6.46283149719238,345,2.90000009536743,40.8217,14.39482,"cer"
2.58922505378723,3.85526943206787,446.337585449219,6.46283149719238,345,2.90000009536743,40.8217,14.39482,"ser"
2.58922505378723,3.85526943206787,446.337585449219,6.46283149719238,345,2.90000009536743,40.82173,14.39474,"cer"
2.58922505378723,3.85526943206787,446.337585449219,6.46283149719238,345,2.90000009536743,40.82173,14.39474,"ino"
2.58922505378723,3.85526943206787,446.337585449219,6.46283149719238,345,2.90000009536743,40.82173,14.39474,"the"
2.58922505378723,3.85526943206787,446.337585449219,6.46283149719238,345,2.90000009536743,40.82173,14.39474,"rus"
2.58922505378723,3.85526943206787,446.337585449219,6.46283149719238,345,2.90000009536743,40.82173,14.39474,"ser"
2.58922505378723,3.85526943206787,446.337585449219,6.46283149719238,345,2.90000009536743,40.82173,14.39474,"tul"
3.17977261543274,4.07492303848267,305.924865722656,7.02010536193848,373,3.70000004768372,40.8225,14.38295,"cer"
3.17977261543274,4.07492303848267,305.924865722656,7.02010536193848,373,3.70000004768372,40.8225,14.38295,"ser"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,40.82338,14.39321,"cer"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,40.82338,14.39321,"rus"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,40.82338,14.39321,"the"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,40.82338,14.39321,"seb"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,40.82338,14.39321,"ser"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,40.82338,14.39321,"ino"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,40.82347,14.39286,"seb"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,40.82347,14.39286,"the"
