"N","P","K","pH","MaxPrec","MinTemp","family"
1.9967668056488,10.2763843536377,244.397994995117,6.80684947967529,322,3.5,"cer"
1.9967668056488,10.2763843536377,244.397994995117,6.80684947967529,322,3.5,"seb"
1.9967668056488,10.2763843536377,244.397994995117,6.80684947967529,322,3.5,"tul"
1.81798660755157,7.77989816665649,259.275299072266,7.03911924362183,323,3.29999995231628,"cer"
1.81798660755157,7.77989816665649,259.275299072266,7.03911924362183,323,3.29999995231628,"tul"
1.81798660755157,7.77989816665649,259.275299072266,7.03911924362183,323,3.29999995231628,"seb"
2.00818753242493,9.49820327758789,185.959777832031,7.20851993560791,321,3.40000009536743,"cer"
2.00818753242493,9.49820327758789,185.959777832031,7.20851993560791,321,3.40000009536743,"rus"
2.00818753242493,9.49820327758789,185.959777832031,7.20851993560791,321,3.40000009536743,"seb"
2.00818753242493,9.49820327758789,185.959777832031,7.20851993560791,321,3.40000009536743,"the"
2.00818753242493,9.49820327758789,185.959777832031,7.20851993560791,321,3.40000009536743,"ser"
2.00818753242493,9.49820327758789,185.959777832031,7.20851993560791,321,3.40000009536743,"ino"
2.21955847740173,10.3599548339844,329.485168457031,6.8990683555603,333,4,"cer"
2.21955847740173,10.3599548339844,329.485168457031,6.8990683555603,333,4,"the"
2.21955847740173,10.3599548339844,329.485168457031,6.8990683555603,333,4,"seb"
2.09459543228149,9.22160243988037,299.647521972656,7.01736879348755,326,3.29999995231628,"cer"
2.09459543228149,9.22160243988037,299.647521972656,7.01736879348755,326,3.29999995231628,"ser"
2.09459543228149,9.22160243988037,299.647521972656,7.01736879348755,326,3.29999995231628,"seb"
2.38953971862793,8.96396350860596,248.695617675781,6.68322277069092,319,3.90000009536743,"ser"
2.38953971862793,8.96396350860596,248.695617675781,6.68322277069092,319,3.90000009536743,"cer"
1.43651032447815,7.23655939102173,433.659729003906,6.90751981735229,318,3.90000009536743,"cer"
1.43651032447815,7.23655939102173,433.659729003906,6.90751981735229,318,3.90000009536743,"seb"
1.43651032447815,7.23655939102173,433.659729003906,6.90751981735229,318,3.90000009536743,"ser"
1.2369636297226,12.8769645690918,483.875244140625,7.56800508499146,153,0.800000011920929,"cer"
1.2369636297226,12.8769645690918,483.875244140625,7.56800508499146,153,0.800000011920929,"ino"
NA,NA,NA,NA,NA,NA,"cer"
NA,NA,NA,NA,NA,NA,"seb"
NA,NA,NA,NA,NA,NA,"the"
1.78323543071747,41.9120292663574,193.049423217773,6.72871541976929,151,-1.20000004768372,"cer"
1.78323543071747,41.9120292663574,193.049423217773,6.72871541976929,151,-1.20000004768372,"seb"
1.3111172914505,16.7674751281738,256.008148193359,7.29584932327271,146,0.400000005960464,"seb"
1.3111172914505,16.7674751281738,256.008148193359,7.29584932327271,146,0.400000005960464,"cer"
1.3111172914505,16.7674751281738,256.008148193359,7.29584932327271,146,0.400000005960464,"the"
2.58922505378723,3.85526943206787,446.337585449219,6.46283149719238,345,2.90000009536743,"rus"
2.58922505378723,3.85526943206787,446.337585449219,6.46283149719238,345,2.90000009536743,"the"
2.58922505378723,3.85526943206787,446.337585449219,6.46283149719238,345,2.90000009536743,"cer"
2.58922505378723,3.85526943206787,446.337585449219,6.46283149719238,345,2.90000009536743,"ser"
2.58922505378723,3.85526943206787,446.337585449219,6.46283149719238,345,2.90000009536743,"ino"
2.58922505378723,3.85526943206787,446.337585449219,6.46283149719238,345,2.90000009536743,"tul"
3.17977261543274,4.07492303848267,305.924865722656,7.02010536193848,373,3.70000004768372,"cer"
3.17977261543274,4.07492303848267,305.924865722656,7.02010536193848,373,3.70000004768372,"ser"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,"cer"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,"rus"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,"the"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,"seb"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,"ser"
1.33874714374542,8.77280712127686,270.508178710938,6.31015682220459,345,2.90000009536743,"ino"
1.70782423019409,0.949458301067352,400.253295898438,6.24247884750366,322,2.29999995231628,"cer"
1.70782423019409,0.949458301067352,400.253295898438,6.24247884750366,322,2.29999995231628,"the"
1.91090536117554,11.6671009063721,439.664764404297,6.24679946899414,310,1.39999997615814,"seb"
1.91090536117554,11.6671009063721,439.664764404297,6.24679946899414,310,1.39999997615814,"cer"
1.91090536117554,11.6671009063721,439.664764404297,6.24679946899414,310,1.39999997615814,"rus"
2.1840512752533,11.2773408889771,468.749389648438,6.17968320846558,325,1.89999997615814,"the"
2.1840512752533,11.2773408889771,468.749389648438,6.17968320846558,325,1.89999997615814,"rus"
2.1840512752533,11.2773408889771,468.749389648438,6.17968320846558,325,1.89999997615814,"cer"
2.1840512752533,11.2773408889771,468.749389648438,6.17968320846558,325,1.89999997615814,"ser"
3.60155940055847,5.78083992004395,226.889785766602,6.66418600082397,290,0,"ser"
3.60155940055847,5.78083992004395,226.889785766602,6.66418600082397,290,0,"cer"
5.14064645767212,23.400671005249,262.247619628906,7.52115964889526,289,0,"cer"
5.14064645767212,23.400671005249,262.247619628906,7.52115964889526,289,0,"the"
5.14064645767212,23.400671005249,262.247619628906,7.52115964889526,289,0,"ino"
3.8838038444519,15.7681379318237,242.799621582031,7.46476268768311,283,0.100000001490116,"the"
3.8838038444519,15.7681379318237,242.799621582031,7.46476268768311,283,0.100000001490116,"cer"
4.55414247512817,21.7542018890381,235.691223144531,7.41829633712769,299,-0.200000002980232,"the"
4.55414247512817,21.7542018890381,235.691223144531,7.41829633712769,299,-0.200000002980232,"cer"
2.06171250343323,19.3918380737305,216.739898681641,7.42171907424927,289,0,"cer"
2.06171250343323,19.3918380737305,216.739898681641,7.42171907424927,289,0,"the"
1.88755297660828,8.48822498321533,230.08349609375,6.94225025177002,307,-0.300000011920929,"cer"
1.88755297660828,8.48822498321533,230.08349609375,6.94225025177002,307,-0.300000011920929,"tul"
2.42912483215332,54.518253326416,250.111434936523,6.51126289367676,245.18603515625,3.44069838523865,"cer"
2.42912483215332,54.518253326416,250.111434936523,6.51126289367676,245.18603515625,3.44069838523865,"ino"
2.42912483215332,54.518253326416,250.111434936523,6.51126289367676,245.18603515625,3.44069838523865,"the"
2.42912483215332,54.518253326416,250.111434936523,6.51126289367676,245.18603515625,3.44069838523865,"seb"
2.81813216209412,46.0159454345703,199.206634521484,6.20408725738525,316,3.59999990463257,"cer"
3.2036075592041,46.5089569091797,192.937911987305,6.19409322738647,317,3.59999990463257,"cer"
3.2036075592041,46.5089569091797,192.937911987305,6.19409322738647,317,3.59999990463257,"the"
6.03941297531128,43.6399536132812,194.575805664062,5.89318370819092,436,2.20000004768372,"cer"
3.81638169288635,32.1057319641113,198.04377746582,5.63617610931396,403,2.59999990463257,"cer"
3.81638169288635,32.1057319641113,198.04377746582,5.63617610931396,403,2.59999990463257,"seb"
3.81638169288635,32.1057319641113,198.04377746582,5.63617610931396,403,2.59999990463257,"ser"
3.81638169288635,32.1057319641113,198.04377746582,5.63617610931396,403,2.59999990463257,"rus"
3.61595988273621,31.816951751709,193.868469238281,5.69274282455444,403,2.59999990463257,"cer"
4.67704248428345,42.2366333007812,195.622421264648,5.67901945114136,407,2.70000004768372,"cer"
